"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAGtitle","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"990",2016,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","030","030","011M","Depot Maintenance","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"991",2016,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","040","040","011R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"992",2016,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","050","050","011Z","Base Support","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"993",2016,"3840F","Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","060","060","042A","Administration","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"994",2016,"3840F","Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","070","070","042J","Recruiting and Advertising","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"995",2016,"0100D","Operation and Maintenance, Defense-Wide","TJS","01","Operating Forces","Defensewide Activities","010","010","1PL1","Joint Chiefs of Staff","Y","Y","U",2015,"OCO",NA,NA,100,NA,NA
"996",2016,"0100D","Operation and Maintenance, Defense-Wide","OSD","01","Operating Forces","Defensewide Activities","020","020","4GTN","Office of the Secretary of Defense","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"997",2016,"0100D","Operation and Maintenance, Defense-Wide","SOCOM","01","Operating Forces","Defensewide Activities","030","030","1PL2","Special Operations Command/Operating Forces","Y","Y","U",2015,"OCO",NA,NA,2495148,NA,NA
"998",2016,"0100D","Operation and Maintenance, Defense-Wide","DAU","03","Training and Recruiting","Defensewide Activities","040","040","3EV2","Defense Acquisition University","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"999",2016,"0100D","Operation and Maintenance, Defense-Wide","NDU","03","Training and Recruiting","Recruiting, and Other Training & Education","050","050","PEV5","National Defense University","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1000",2016,"0100D","Operation and Maintenance, Defense-Wide","SOCOM","03","Training and Recruiting","Defensewide Activities","060","060","3EV7","Special Operations Command/Training and Recruiting","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1001",2016,"0100D","Operation and Maintenance, Defense-Wide","CMP","04","Administration and Servicewide Activities","Defensewide Activities","070","070","4GT3","Civil Military Programs","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1002",2016,"0100D","Operation and Maintenance, Defense-Wide","DCAA","04","Administration and Servicewide Activities","Defensewide Activities","090","090","4GT6","Defense Contract Audit Agency","Y","Y","U",2015,"OCO",NA,NA,22847,NA,NA
"1003",2016,"0100D","Operation and Maintenance, Defense-Wide","DCMA","04","Administration and Servicewide Activities","Defensewide Activities","100","100","4GTO","Defense Contract Management Agency","Y","Y","U",2015,"OCO",NA,NA,21516,NA,NA
"1004",2016,"0100D","Operation and Maintenance, Defense-Wide","DHRA","04","Administration and Servicewide Activities","Defensewide Activities","110","110","4GT8","Defense Human Resources Activity","Y","Y","U",2015,"OCO",NA,NA,15000,NA,NA
"1005",2016,"0100D","Operation and Maintenance, Defense-Wide","DISA","04","Administration and Servicewide Activities","Defensewide Activities","120","120","4GT9","Defense Information Systems Agency","Y","Y","U",2015,"OCO",NA,NA,36416,NA,NA
"1006",2016,"0100D","Operation and Maintenance, Defense-Wide","DLSA","04","Administration and Servicewide Activities","Defensewide Activities","140","140","4GTA","Defense Legal Services Agency","Y","Y","U",2015,"OCO",NA,NA,105000,NA,NA
"1007",2016,"0100D","Operation and Maintenance, Defense-Wide","DLA","04","Administration and Servicewide Activities","Defensewide Activities","150","150","4GTB","Defense Logistics Agency","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1008",2016,"0100D","Operation and Maintenance, Defense-Wide","DMACT","04","Administration and Servicewide Activities","Defensewide Activities","160","160","ES18","Defense Media Activity","Y","Y","U",2015,"OCO",NA,NA,6251,NA,NA
"1009",2016,"0100D","Operation and Maintenance, Defense-Wide","DPMO","04","Administration and Servicewide Activities","Defensewide Activities","170","170","4GTC","Defense POW/MIA Office","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1010",2016,"0100D","Operation and Maintenance, Defense-Wide","DPAA","04","Administration and Servicewide Activities","Defensewide Activities","180","180","4GTC","Defense Personnel Accounting Agency","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1011",2016,"0100D","Operation and Maintenance, Defense-Wide","DSCA","04","Administration and Servicewide Activities","Defensewide Activities","190","190","4GTD","Defense Security Cooperation Agency","Y","Y","U",2015,"OCO",NA,NA,1660000,NA,NA
"1012",2016,"0100D","Operation and Maintenance, Defense-Wide","DSS","04","Administration and Servicewide Activities","Defensewide Activities","200","200","4GTE","Defense Security Service","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1013",2016,"0100D","Operation and Maintenance, Defense-Wide","DEFW","04","Administration and Servicewide Activities","Defensewide Activities","220","220","4GTG","Defense Support Activities","Y","Y","U",2015,"OCO",NA,NA,1e+06,NA,NA
"1014",2016,"0100D","Operation and Maintenance, Defense-Wide","DTSA","04","Administration and Servicewide Activities","Defensewide Activities","230","230","4GTH","Defense Technology Security Administration","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1015",2016,"0100D","Operation and Maintenance, Defense-Wide","DTRA","04","Administration and Servicewide Activities","Defensewide Activities","240","240","4GTI","Defense Threat Reduction Agency","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1016",2016,"0100D","Operation and Maintenance, Defense-Wide","DODEA","04","Administration and Servicewide Activities","Defensewide Activities","260","260","4GTJ","Department of Defense Education Activity","Y","Y","U",2015,"OCO",NA,NA,93000,NA,NA
"1017",2016,"0100D","Operation and Maintenance, Defense-Wide","MDA","04","Administration and Servicewide Activities","Defensewide Activities","270","270","011A","Missile Defense Agency","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1018",2016,"0100D","Operation and Maintenance, Defense-Wide","OEA","04","Administration and Servicewide Activities","Defensewide Activities","290","290","4GTM","Office of Economic Adjustment","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1019",2016,"0100D","Operation and Maintenance, Defense-Wide","OSD","04","Administration and Servicewide Activities","Defensewide Activities","300","300","4GTN","Office of the Secretary of Defense","Y","Y","U",2015,"OCO",NA,NA,135664,NA,NA
"1020",2016,"0100D","Operation and Maintenance, Defense-Wide","SOCOM","04","Administration and Servicewide Activities","Defensewide Activities","310","310","4GT1","Special Operations Command/Admin & Svc-wide Activities","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1021",2016,"0100D","Operation and Maintenance, Defense-Wide","WHS","04","Administration and Servicewide Activities","Defensewide Activities","320","320","4GTQ","Washington Headquarters Services","Y","Y","U",2015,"OCO",NA,NA,2424,NA,NA
"1022",2016,"0100D","Operation and Maintenance, Defense-Wide","","04","Administration and Servicewide Activities","","","","9999","Classified Programs","Y","Y","U",2015,"OCO",NA,NA,1617659,NA,NA
"1023",2016,"0107D","Office of the Inspector General","IG","01","Operation And Maintenance","Defensewide Activities","010","010","4GTV","Office of the Inspector General","Y","Y","U",2015,"OCO",NA,NA,10623,NA,NA
"1024",2016,"0107D","Office of the Inspector General","IG","02","RDT&E","Defensewide Activities","020","020","4GTV","Office of the Inspector General","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1025",2016,"0107D","Office of the Inspector General","IG","03","Procurement","Defensewide Activities","030","030","4GTV","Office of the Inspector General","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1026",2016,"0104D","US Court of Appeals for Armed Forces, Def","CAAF","04","Administration And Associated Activities","Defensewide Activities","010","010","4GTT","Us Court of Appeals for the Armed Forces, Defense","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1027",2016,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","010","010","1","In-House Care","Y","Y","U",2015,"OCO",NA,NA,65902,NA,NA
"1028",2016,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","020","020","2","Private Sector Care","Y","Y","U",2015,"OCO",NA,NA,214259,NA,NA
"1029",2016,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","030","030","3","Consolidated Health Support","Y","Y","U",2015,"OCO",NA,NA,15311,NA,NA
"1030",2016,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","040","040","4","Information Management","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1031",2016,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","050","050","5","Management Activities","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1032",2016,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","060","060","6","Education and Training","Y","Y","U",2015,"OCO",NA,NA,5059,NA,NA
"1033",2016,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","070","070","7","Base Operations/Communications","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1034",2016,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","090","090","0601","R&D Research","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1035",2016,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","100","100","0602","R&D Exploratry Development","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1036",2016,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","110","110","0603","R&D Advanced Development","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1037",2016,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","120","120","0604","R&D Demonstration/Validation","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1038",2016,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","130","130","0605","R&D Engineering Development","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1039",2016,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","140","140","0606","R&D Management and Support","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1040",2016,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","150","150","0607","R&D Capabilities Enhancement","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1041",2016,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","160","160","7720","PROC Initial Outfitting","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1042",2016,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","170","170","7721","PROC Replacement & Modernization","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1043",2016,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","180","180","7744","PROC Theater Medical Information Program","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1044",2016,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","190","190","7784","PROC IEHR","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1045",2016,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","010","010","4GTD","Overseas Humanitarian, Disaster and Civic Aid","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1046",2016,"0134D","Cooperative Threat Reduction Account","DTRA","01","FSU Threat Reduction","Defensewide Activities","010","010","1PL3","Former Soviet Union (FSU) Threat Reduction","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1047",2016,"5751D","Contributions to the Cooperative Threat Red Pgm","DTRA","01","FSU Threat Reduction","Defensewide Activities","010","010","1PL3","Contributions to the CTR Program","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1048",2016,"0111D","DoD Acquisition Workforce Development Fund","DAU","01","Acquisition Workforce Development","Acq Workforce Dev Fd","010","010","012","Acq Workforce Dev Fd","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1049",2016,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Drug Interdiction And Counter Drug Activities","Defensewide Activities","010","010","2FU1","Drug Interdiction and Counter-Drug Activities, Defense","Y","Y","U",2015,"OCO",NA,NA,205000,NA,NA
"1050",2016,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPSDDR","02","Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def","020","020","ES01","Drug Demand Reduction Program","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1051",2016,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","03","National Guard Counter-Drug Program","Drug Intrdct & Cntr-Drg Act, Def","030","030","ES01","National Guard Counter-Drug Program","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1052",2016,"0810A","Environmental Restoration, Army","ARMY","01","Department Of The Army","Defense Environmental Restoration Fund","040","040","493","Environmental Restoration, Army","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1053",2016,"0810N","Environmental Restoration, Navy","NAVY","02","Department Of The Navy","Closed Account Adjustments","050","050","044G","Environmental Restoration, Navy","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1054",2016,"0810F","Environmental Restoration, Air Force","AF","03","Department Of The Air Force","Closed Account Adjustments","060","060","042G","Environmental Restoration, Air Force","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1055",2016,"0810D","Environmental Restoration, Defense","DEFW","04","Defense-Wide","Closed Account Adjustments","070","070","045G","Environmental Restoration, Defense","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1056",2016,"0811D","Environmental Restoration Formerly Used Sites","DEFW","05","Defense-Wide","Closed Account Adjustments","080","080","047G","Environmental Restoration Formerly Used Sites","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1057",2016,"0145D","Counterterrorism Partnerships Fund","DEFW","01","Counterterrorism Partnerships Fund","Counterterrorism Partnerships Fund","090","090","010","Counterterrorism Partnerships Fund","Y","Y","U",2015,"OCO",NA,NA,1300000,NA,NA
"1058",2016,"0114D","European Reassurance Initiative","DEFW","01","European Reassurance Initiative","European Reassurantce Initiative","100","100","010","European Reassurance Initiative","Y","Y","U",2015,"OCO",NA,NA,175000,NA,NA
"1059",2016,"1236N","Payment to Kaho'olawe Island Fund","NAVY","01","Payment to Kaho'olawe Island Fund","Logistics Operations and Technical Support","110","110","0000","Payment To Kaho'Olawe Island Fund","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1060",2016,"0838D","Support for International Sporting Competitions , Defense","DEFW","01","Operations Support","Closed Account Adjustments","120","120","054","Support of International Sporting Competitions, Defense","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1061",2016,"5188D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal of DoD Real Property","130","130","110","Disposal of DoD Real Property","N","N","U",2015,"OCO",NA,NA,0,NA,NA
"1062",2016,"5188D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal of DoD Real Property","140","140","110","Disposal of DoD Real Property","N","N","U",2015,"OCO",NA,NA,0,NA,NA
"1063",2016,"5188D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal of DoD Real Property","150","150","110","Disposal of DoD Real Property","N","N","U",2015,"OCO",NA,NA,0,NA,NA
"1064",2016,"5189D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease of DoD Real Property","160","160","110","Lease of DoD Real Property","N","N","U",2015,"OCO",NA,NA,0,NA,NA
"1065",2016,"5189D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease of DoD Real Property","170","170","110","Lease of DoD Real Property","N","N","U",2015,"OCO",NA,NA,0,NA,NA
"1066",2016,"5189D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease of DoD Real Property","180","180","110","Lease of DoD Real Property","N","N","U",2015,"OCO",NA,NA,0,NA,NA
"1067",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"OCO",NA,NA,NA,NA,NA
"1068",2016,"* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"OCO",NA,NA,NA,NA,NA
"1069",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2015,"Total",NA,1197307,NA,NA,NA
"1070",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2015,"Total",NA,65817,NA,NA,NA
"1071",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2015,"Total",NA,470259,NA,NA,NA
"1072",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2015,"Total",NA,1945673,NA,NA,NA
"1073",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2015,"Total",NA,1502843,NA,NA,NA
"1074",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2015,"Total",NA,1374482,NA,NA,NA
"1075",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2015,"Total",NA,4670097,NA,NA,NA
"1076",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2015,"Total",NA,576477,NA,NA,NA
"1077",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2015,"Total",NA,947623,NA,NA,NA
"1078",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2015,"Total",NA,7470133,NA,NA,NA
"1079",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2015,"Total",NA,2208141,NA,NA,NA
"1080",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2015,"Total",NA,403717,NA,NA,NA
"1081",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","134","Combatant Commanders Core Operations","Y","Y","U",2015,"Total",NA,179129,NA,NA,NA
"1082",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","140","140","135","Additional Activities","Y","Y","U",2015,"Total",NA,7319967,NA,NA,NA
"1083",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","150","150","136","Commanders Emergency Response Program","Y","Y","U",2015,"Total",NA,10000,NA,NA,NA
"1084",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","160","160","137","RESET","Y","Y","U",2015,"Total",NA,2861655,NA,NA,NA
"1085",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","170","170","138","Combatant Commands Direct Mission Support","Y","Y","U",2015,"Total",NA,431907,NA,NA,NA
"1086",2016,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","180","180","211","Strategic Mobility","Y","Y","U",2015,"Total",NA,316355,NA,NA,NA
"1087",2016,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","190","190","212","Army Prepositioned Stocks","Y","Y","U",2015,"Total",NA,245048,NA,NA,NA
"1088",2016,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","200","200","213","Industrial Preparedness","Y","Y","U",2015,"Total",NA,86267,NA,NA,NA
"1089",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","210","210","311","Officer Acquisition","Y","Y","U",2015,"Total",NA,121507,NA,NA,NA
"1090",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","220","220","312","Recruit Training","Y","Y","U",2015,"Total",NA,48753,NA,NA,NA
"1091",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","230","230","313","One Station Unit Training","Y","Y","U",2015,"Total",NA,40667,NA,NA,NA
"1092",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","240","240","314","Senior Reserve Officers Training Corps","Y","Y","U",2015,"Total",NA,446837,NA,NA,NA
"1093",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","250","250","321","Specialized Skill Training","Y","Y","U",2015,"Total",NA,890870,NA,NA,NA
"1094",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","260","260","322","Flight Training","Y","Y","U",2015,"Total",NA,889864,NA,NA,NA
"1095",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","270","270","323","Professional Development Education","Y","Y","U",2015,"Total",NA,190421,NA,NA,NA
"1096",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","280","280","324","Training Support","Y","Y","U",2015,"Total",NA,551885,NA,NA,NA
"1097",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","290","290","331","Recruiting and Advertising","Y","Y","U",2015,"Total",NA,465468,NA,NA,NA
"1098",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","300","300","332","Examining","Y","Y","U",2015,"Total",NA,186578,NA,NA,NA
"1099",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","310","310","333","Off-Duty and Voluntary Education","Y","Y","U",2015,"Total",NA,205117,NA,NA,NA
"1100",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","320","320","334","Civilian Education and Training","Y","Y","U",2015,"Total",NA,150571,NA,NA,NA
"1101",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","330","330","335","Junior Reserve Officer Training Corps","Y","Y","U",2015,"Total",NA,175317,NA,NA,NA
"1102",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","350","421","Servicewide Transportation","Y","Y","U",2015,"Total",NA,2348002,NA,NA,NA
"1103",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","360","422","Central Supply Activities","Y","Y","U",2015,"Total",NA,692175,NA,NA,NA
"1104",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","370","423","Logistic Support Activities","Y","Y","U",2015,"Total",NA,584952,NA,NA,NA
"1105",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","380","380","424","Ammunition Management","Y","Y","U",2015,"Total",NA,464888,NA,NA,NA
"1106",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","390","390","431","Administration","Y","Y","U",2015,"Total",NA,403037,NA,NA,NA
"1107",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","400","400","432","Servicewide Communications","Y","Y","U",2015,"Total",NA,1627740,NA,NA,NA
"1108",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","410","410","433","Manpower Management","Y","Y","U",2015,"Total",NA,285370,NA,NA,NA
"1109",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","420","420","434","Other Personnel Support","Y","Y","U",2015,"Total",NA,486193,NA,NA,NA
"1110",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","430","430","435","Other Service Support","Y","Y","U",2015,"Total",NA,1143323,NA,NA,NA
"1111",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","440","440","436","Army Claims Activities","Y","Y","U",2015,"Total",NA,239686,NA,NA,NA
"1112",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","450","450","437","Real Estate Management","Y","Y","U",2015,"Total",NA,377289,NA,NA,NA
"1113",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","460","460","438","Financial Management and Audit Readiness","Y","Y","U",2015,"Total",NA,200414,NA,NA,NA
"1114",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","470","470","441","International Military Headquarters","Y","Y","U",2015,"Total",NA,432869,NA,NA,NA
"1115",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","480","480","442","Misc. Support of Other Nations","Y","Y","U",2015,"Total",NA,27349,NA,NA,NA
"1116",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","490","490","451","Closed Account Adjustments","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1117",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","500","500","471","Foreign Currency Fluctuation","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1118",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","510","510","493","Defense Environmental Restoration Account (DERA)","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1119",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Judgment Fund","520","520","461","Judgment Fund","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1120",2016,"2020A","Operation & Maintenance, Army","","04","Admin & Srvwide Activities","","","","9999","Classified Programs","Y","Y","U",2015,"Total",NA,2151366,NA,NA,NA
"1121",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1122",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2015,"Total",NA,14865,NA,NA,NA
"1123",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2015,"Total",NA,515942,NA,NA,NA
"1124",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2015,"Total",NA,90980,NA,NA,NA
"1125",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2015,"Total",NA,543274,NA,NA,NA
"1126",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2015,"Total",NA,66697,NA,NA,NA
"1127",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2015,"Total",NA,367807,NA,NA,NA
