"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAGtitle","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1128",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2015,"Total",NA,74711,NA,NA,NA
"1129",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2015,"Total",NA,60676,NA,NA,NA
"1130",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2015,"Total",NA,431256,NA,NA,NA
"1131",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2015,"Total",NA,250457,NA,NA,NA
"1132",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2015,"Total",NA,39590,NA,NA,NA
"1133",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2015,"Total",NA,10608,NA,NA,NA
"1134",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","Y","U",2015,"Total",NA,17587,NA,NA,NA
"1135",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","Y","U",2015,"Total",NA,6681,NA,NA,NA
"1136",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","Y","U",2015,"Total",NA,9192,NA,NA,NA
"1137",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Recruiting and Advertising","Y","Y","U",2015,"Total",NA,54602,NA,NA,NA
"1138",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Closed Account Adjustments","180","180","451","Closed Account Adjustments","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1139",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2015,"Total",NA,764963,NA,NA,NA
"1140",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2015,"Total",NA,166589,NA,NA,NA
"1141",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2015,"Total",NA,740466,NA,NA,NA
"1142",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2015,"Total",NA,84709,NA,NA,NA
"1143",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2015,"Total",NA,21555,NA,NA,NA
"1144",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2015,"Total",NA,938802,NA,NA,NA
"1145",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2015,"Total",NA,686309,NA,NA,NA
"1146",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2015,"Total",NA,67125,NA,NA,NA
"1147",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2015,"Total",NA,186586,NA,NA,NA
"1148",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2015,"Total",NA,794616,NA,NA,NA
"1149",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2015,"Total",NA,565205,NA,NA,NA
"1150",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2015,"Total",NA,869192,NA,NA,NA
"1151",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2015,"Total",NA,6043,NA,NA,NA
"1152",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","Y","U",2015,"Total",NA,57392,NA,NA,NA
"1153",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","Y","U",2015,"Total",NA,36335,NA,NA,NA
"1154",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","Y","U",2015,"Total",NA,8962,NA,NA,NA
"1155",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Other Personnel Support","Y","Y","U",2015,"Total",NA,256998,NA,NA,NA
"1156",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","180","180","437","Real Estate Management","Y","Y","U",2015,"Total",NA,1765,NA,NA,NA
"1157",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Closed Account Adjustments","190","190","451","Closed Account Adjustments","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1158",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","010","110","Sustainment","Y","Y","U",2015,"Total",NA,2514660,NA,NA,NA
"1159",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","020","120","Infrastructure","Y","Y","U",2015,"Total",NA,20000,NA,NA,NA
"1160",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","030","130","Equipment and Transportation","Y","Y","U",2015,"Total",NA,381087,NA,NA,NA
"1161",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","040","040","140","Training and Operations","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1162",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Closed Account Adjustments","050","050","100","Afghanistan Security Forces Fund","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1163",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","060","210","Sustainment","Y","Y","U",2015,"Total",NA,953189,NA,NA,NA
"1164",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","070","070","220","Infrastructure","Y","Y","U",2015,"Total",NA,15155,NA,NA,NA
"1165",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","080","080","230","Equipment and Transportation","Y","Y","U",2015,"Total",NA,18657,NA,NA,NA
"1166",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","090","090","240","Training and Operations","Y","Y","U",2015,"Total",NA,174732,NA,NA,NA
"1167",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Closed Account Adjustments","100","100","200","Ministry Of Interior","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1168",2016,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","110","110","410","Sustainment","Y","Y","U",2015,"Total",NA,29603,NA,NA,NA
"1169",2016,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","120","120","440","Training and Operations","Y","Y","U",2015,"Total",NA,2250,NA,NA,NA
"1170",2016,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Closed Account Adjustments","130","130","400","Iraq Training Facility","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1171",2016,"2096A","Afghanistan Infrastructure Fund","ARMY","01","Afghanistan Infrastructure Fund","Closed Account Adjustments","010","010","110","Power","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1172",2016,"2097A","Iraq Train and Equip Fund","ARMY","01","Iraq Train and Equip Fund","Defense Forces","010","010","140","Iraq Train and Equip Fund","Y","Y","U",2015,"Total",NA,1618000,NA,NA,NA
"1173",2016,"2098A","Syria Train and Equip Fund","ARMY","01","Syria Train and Equip Fund","Defense Forces","010","010","140","Syria Train and Equip Fund","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"1174",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission and Other Flight Operations","Y","Y","U",2015,"Total",NA,5306012,NA,NA,NA
"1175",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","020","1A2A","Fleet Air Training","Y","Y","U",2015,"Total",NA,1637067,NA,NA,NA
"1176",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","030","1A3A","Aviation Technical Data & Engineering Services","Y","Y","U",2015,"Total",NA,36747,NA,NA,NA
"1177",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","040","1A4A","Air Operations and Safety Support","Y","Y","U",2015,"Total",NA,96539,NA,NA,NA
"1178",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","050","1A4N","Air Systems Support","Y","Y","U",2015,"Total",NA,375798,NA,NA,NA
"1179",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","060","1A5A","Aircraft Depot Maintenance","Y","Y","U",2015,"Total",NA,1072357,NA,NA,NA
"1180",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","070","1A6A","Aircraft Depot Operations Support","Y","Y","U",2015,"Total",NA,37496,NA,NA,NA
"1181",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","080","1A9A","Aviation Logistics","Y","Y","U",2015,"Total",NA,384541,NA,NA,NA
"1182",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","090","1B1B","Mission and Other Ship Operations","Y","Y","U",2015,"Total",NA,5023599,NA,NA,NA
"1183",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","100","1B2B","Ship Operations Support & Training","Y","Y","U",2015,"Total",NA,731311,NA,NA,NA
"1184",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","110","1B4B","Ship Depot Maintenance","Y","Y","U",2015,"Total",NA,7229416,NA,NA,NA
"1185",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","120","1B5B","Ship Depot Operations Support","Y","Y","U",2015,"Total",NA,1315124,NA,NA,NA
"1186",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","130","1C1C","Combat Communications","Y","Y","U",2015,"Total",NA,732915,NA,NA,NA
"1187",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","140","1C2C","Electronic Warfare","Y","Y","U",2015,"Total",NA,91599,NA,NA,NA
"1188",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","150","1C3C","Space Systems and Surveillance","Y","Y","U",2015,"Total",NA,206862,NA,NA,NA
"1189",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","160","1C4C","Warfare Tactics","Y","Y","U",2015,"Total",NA,456444,NA,NA,NA
"1190",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","170","1C5C","Operational Meteorology and Oceanography","Y","Y","U",2015,"Total",NA,358512,NA,NA,NA
"1191",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","180","1C6C","Combat Support Forces","Y","Y","U",2015,"Total",NA,1541169,NA,NA,NA
"1192",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","Y","U",2015,"Total",NA,139148,NA,NA,NA
"1193",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","Y","U",2015,"Total",NA,2472,NA,NA,NA
"1194",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","Y","U",2015,"Total",NA,99724,NA,NA,NA
"1195",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","Y","U",2015,"Total",NA,79469,NA,NA,NA
"1196",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","230","1D1D","Cruise Missile","Y","Y","U",2015,"Total",NA,109911,NA,NA,NA
"1197",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","240","1D2D","Fleet Ballistic Missile","Y","Y","U",2015,"Total",NA,1166823,NA,NA,NA
"1198",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","250","1D3D","In-Service Weapons Systems Support","Y","Y","U",2015,"Total",NA,194823,NA,NA,NA
"1199",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","260","1D4D","Weapons Maintenance","Y","Y","U",2015,"Total",NA,743707,NA,NA,NA
"1200",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","270","1D7D","Other Weapon Systems Support","Y","Y","U",2015,"Total",NA,324861,NA,NA,NA
"1201",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","280","280","BSIT","Enterprise Information","Y","Y","U",2015,"Total",NA,876525,NA,NA,NA
"1202",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","290","BSM1","Sustainment, Restoration and Modernization","Y","Y","U",2015,"Total",NA,1645633,NA,NA,NA
"1203",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","300","BSS1","Base Operating Support","Y","Y","U",2015,"Total",NA,4410367,NA,NA,NA
"1204",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","310","310","2A1F","Ship Prepositioning and Surge","Y","Y","U",2015,"Total",NA,402026,NA,NA,NA
"1205",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","320","320","2B1G","Aircraft Activations/Inactivations","Y","Y","U",2015,"Total",NA,6704,NA,NA,NA
"1206",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","330","330","2B2G","Ship Activations/Inactivations","Y","Y","U",2015,"Total",NA,205473,NA,NA,NA
"1207",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","340","340","2C1H","Expeditionary Health Services Systems","Y","Y","U",2015,"Total",NA,102402,NA,NA,NA
"1208",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","350","350","2C2H","Industrial Readiness","Y","Y","U",2015,"Total",NA,2323,NA,NA,NA
"1209",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","360","2C3H","Coast Guard Support","Y","Y","U",2015,"Total",NA,20333,NA,NA,NA
"1210",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","370","370","3A1J","Officer Acquisition","Y","Y","U",2015,"Total",NA,156214,NA,NA,NA
