"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"3055",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","127 ","0604703N","Personnel, Training, Simulation, and Human Factors","127 ","Y","Y","U",2015,"Total",NA,7669,NA,NA,NA
"3056",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","128 ","0604727N","Joint Standoff Weapon Systems","128 ","Y","Y","U",2015,"Total",NA,4400,NA,NA,NA
"3057",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","129 ","0604755N","Ship Self Defense (Detect & Control)","129 ","Y","Y","U",2015,"Total",NA,56884,NA,NA,NA
"3058",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","130 ","0604756N","Ship Self Defense (Engage: Hard Kill)","130 ","Y","Y","U",2015,"Total",NA,96937,NA,NA,NA
"3059",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","131 ","0604757N","Ship Self Defense (Engage: Soft Kill/EW)","131 ","Y","Y","U",2015,"Total",NA,116904,NA,NA,NA
"3060",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","132 ","0604761N","Intelligence Engineering","132 ","Y","Y","U",2015,"Total",NA,200,NA,NA,NA
"3061",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","133 ","0604771N","Medical Development","133 ","Y","Y","U",2015,"Total",NA,27287,NA,NA,NA
"3062",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","134 ","0604777N","Navigation/ID System","134 ","Y","Y","U",2015,"Total",NA,29504,NA,NA,NA
"3063",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","135 ","0604800M","Joint Strike Fighter (JSF) - EMD","135 ","Y","Y","U",2015,"Total",NA,499048,NA,NA,NA
"3064",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","136 ","0604800N","Joint Strike Fighter (JSF) - EMD","136 ","Y","Y","U",2015,"Total",NA,502260,NA,NA,NA
"3065",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","137 ","0604810M","Joint Strike Fighter Follow On Development - Marine Corps","137 ","Y","Y","U",2015,"Total",NA,10399,NA,NA,NA
"3066",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","138 ","0604810N","Joint Strike Fighter Follow On Development - Navy","138 ","Y","Y","U",2015,"Total",NA,10622,NA,NA,NA
"3067",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","139 ","0605013M","Information Technology Development","139 ","Y","Y","U",2015,"Total",NA,2887,NA,NA,NA
"3068",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","140 ","0605013N","Information Technology Development","140 ","Y","Y","U",2015,"Total",NA,66317,NA,NA,NA
"3069",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","141 ","0605212N","CH-53K RDTE","141 ","Y","Y","U",2015,"Total",NA,559687,NA,NA,NA
"3070",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","142 ","0605220N","Ship to Shore Connector (SSC)","142 ","Y","Y","U",2015,"Total",NA,42778,NA,NA,NA
"3071",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","143 ","0605450N","Joint Air-to-Ground Missile (JAGM)","143 ","Y","Y","U",2015,"Total",NA,6300,NA,NA,NA
"3072",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","144 ","0605500N","Multi-mission Maritime Aircraft (MMA)","144 ","Y","Y","U",2015,"Total",NA,306033,NA,NA,NA
"3073",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","145 ","0204202N","DDG-1000","145 ","Y","Y","U",2015,"Total",NA,202517,NA,NA,NA
"3074",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","146 ","0304231N","Tactical Command System - MIP","146 ","Y","Y","U",2015,"Total",NA,1011,NA,NA,NA
"3075",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","147 ","0304785N","Tactical Cryptologic Systems","147 ","Y","Y","U",2015,"Total",NA,10827,NA,NA,NA
"3076",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","148 ","0305124N","Special Applications Program","148 ","Y","Y","U",2015,"Total",NA,23975,NA,NA,NA
"3077",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","149 ","0604256N","Threat Simulator Development","149 ","Y","Y","U",2015,"Total",NA,40793,NA,NA,NA
"3078",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","150 ","0604258N","Target Systems Development","150 ","Y","Y","U",2015,"Total",NA,66718,NA,NA,NA
"3079",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","151 ","0604759N","Major T&E Investment","151 ","Y","Y","U",2015,"Total",NA,123993,NA,NA,NA
"3080",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","152 ","0605126N","Joint Theater Air and Missile Defense Organization","152 ","Y","Y","U",2015,"Total",NA,4960,NA,NA,NA
"3081",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","153 ","0605152N","Studies and Analysis Support - Navy","153 ","Y","Y","U",2015,"Total",NA,3484,NA,NA,NA
"3082",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","154 ","0605154N","Center for Naval Analyses","154 ","Y","Y","U",2015,"Total",NA,44696,NA,NA,NA
"3083",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","155 ","0605285N","Next Generation Fighter","155 ","Y","Y","U",2015,"Total",NA,4794,NA,NA,NA
"3084",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","156 ","0605502N","Small Business Innovative Research","156 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3085",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","157 ","0605804N","Technical Information Services","157 ","Y","Y","U",2015,"Total",NA,876,NA,NA,NA
"3086",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","158 ","0605853N","Management, Technical  & International Support","158 ","Y","Y","U",2015,"Total",NA,87038,NA,NA,NA
"3087",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","159 ","0605856N","Strategic Technical Support","159 ","Y","Y","U",2015,"Total",NA,2590,NA,NA,NA
"3088",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","160 ","0605861N","RDT&E Science and Technology Management","160 ","Y","Y","U",2015,"Total",NA,73033,NA,NA,NA
"3089",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","161 ","0605863N","RDT&E Ship and Aircraft Support","161 ","Y","Y","U",2015,"Total",NA,138304,NA,NA,NA
"3090",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","162 ","0605864N","Test and Evaluation Support","162 ","Y","Y","U",2015,"Total",NA,336286,NA,NA,NA
"3091",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","163 ","0605865N","Operational Test and Evaluation Capability","163 ","Y","Y","U",2015,"Total",NA,16650,NA,NA,NA
"3092",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","164 ","0605866N","Navy Space and Electronic Warfare (SEW) Support","164 ","Y","Y","U",2015,"Total",NA,2503,NA,NA,NA
"3093",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","165 ","0605867N","SEW Surveillance/Reconnaissance Support","165 ","Y","Y","U",2015,"Total",NA,8325,NA,NA,NA
"3094",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","166 ","0605873M","Marine Corps Program Wide Support","166 ","Y","Y","U",2015,"Total",NA,17849,NA,NA,NA
"3095",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","167 ","0909999N","Financing for Cancelled Account Adjustments","167 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3096",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","169 ","0604227N","HARPOON Modifications","169 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3097",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","170 ","0604402N","Unmanned Combat Air Vehicle (UCAV) Advanced Component and Prototype Development","170 ","Y","Y","U",2015,"Total",NA,35877,NA,NA,NA
"3098",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","171 ","0604766M","Marine Corps Data Systems","171 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3099",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","172 ","0605525N","Carrier Onboard Delivery (COD) Follow On","172 ","Y","Y","U",2015,"Total",NA,8873,NA,NA,NA
"3100",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","173 ","0605555N","Strike Weapons Development","173 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3101",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","174 ","0101221N","Strategic Sub & Weapons System Support","174 ","Y","Y","U",2015,"Total",NA,94525,NA,NA,NA
"3102",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","175 ","0101224N","SSBN Security Technology Program","175 ","Y","Y","U",2015,"Total",NA,30039,NA,NA,NA
"3103",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","176 ","0101226N","Submarine Acoustic Warfare Development","176 ","Y","Y","U",2015,"Total",NA,4509,NA,NA,NA
"3104",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","177 ","0101402N","Navy Strategic Communications","177 ","Y","Y","U",2015,"Total",NA,13672,NA,NA,NA
"3105",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","178 ","0203761N","Rapid Technology Transition (RTT)","178 ","Y","Y","U",2015,"Total",NA,8480,NA,NA,NA
"3106",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","179 ","0204136N","F/A-18 Squadrons","179 ","Y","Y","U",2015,"Total",NA,86216,NA,NA,NA
"3107",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","180 ","0204152N","E-2 Squadrons","180 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3108",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","181 ","0204163N","Fleet Telecommunications (Tactical)","181 ","Y","Y","U",2015,"Total",NA,27039,NA,NA,NA
"3109",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","182 ","0204228N","Surface Support","182 ","Y","Y","U",2015,"Total",NA,2878,NA,NA,NA
"3110",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","183 ","0204229N","Tomahawk and Tomahawk Mission Planning Center (TMPC)","183 ","Y","Y","U",2015,"Total",NA,26145,NA,NA,NA
"3111",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","184 ","0204311N","Integrated Surveillance System","184 ","Y","Y","U",2015,"Total",NA,34471,NA,NA,NA
"3112",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","185 ","0204413N","Amphibious Tactical Support Units (Displacement Craft)","185 ","Y","Y","U",2015,"Total",NA,4609,NA,NA,NA
"3113",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","186 ","0204460M","Ground/Air Task Oriented Radar (G/ATOR)","186 ","Y","Y","U",2015,"Total",NA,99082,NA,NA,NA
"3114",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","187 ","0204571N","Consolidated Training Systems Development","187 ","Y","Y","U",2015,"Total",NA,37922,NA,NA,NA
"3115",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","188 ","0204574N","Cryptologic Direct Support","188 ","Y","Y","U",2015,"Total",NA,1627,NA,NA,NA
"3116",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","189 ","0204575N","Electronic Warfare (EW) Readiness Support","189 ","Y","Y","U",2015,"Total",NA,16567,NA,NA,NA
"3117",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","190 ","0205601N","HARM Improvement","190 ","Y","Y","U",2015,"Total",NA,17420,NA,NA,NA
"3118",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","191 ","0205604N","Tactical Data Links","191 ","Y","Y","U",2015,"Total",NA,121680,NA,NA,NA
"3119",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","192 ","0205620N","Surface ASW Combat System Integration","192 ","Y","Y","U",2015,"Total",NA,26366,NA,NA,NA
"3120",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","193 ","0205632N","MK-48 ADCAP","193 ","Y","Y","U",2015,"Total",NA,25952,NA,NA,NA
"3121",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","194 ","0205633N","Aviation Improvements","194 ","Y","Y","U",2015,"Total",NA,85037,NA,NA,NA
"3122",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","195 ","0205675N","Operational Nuclear Power Systems","195 ","Y","Y","U",2015,"Total",NA,104023,NA,NA,NA
"3123",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","196 ","0206313M","Marine Corps Communications Systems","196 ","Y","Y","U",2015,"Total",NA,73982,NA,NA,NA
"3124",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","197 ","0206335M","Common Aviation Command and Control System (CAC2S)","197 ","Y","Y","U",2015,"Total",NA,32495,NA,NA,NA
"3125",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","198 ","0206623M","Marine Corps Ground Combat/Supporting Arms Systems","198 ","Y","Y","U",2015,"Total",NA,52377,NA,NA,NA
"3126",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","199 ","0206624M","Marine Corps Combat Services Support","199 ","Y","Y","U",2015,"Total",NA,20999,NA,NA,NA
"3127",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","200 ","0206625M","USMC Intelligence/Electronic Warfare Systems (MIP)","200 ","Y","Y","U",2015,"Total",NA,14170,NA,NA,NA
"3128",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","201 ","0206629M","Amphibious Assault Vehicle","201 ","Y","Y","U",2015,"Total",NA,96207,NA,NA,NA
"3129",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","202 ","0207161N","Tactical AIM Missiles","202 ","Y","Y","U",2015,"Total",NA,37258,NA,NA,NA
"3130",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","203 ","0207163N","Advanced Medium Range Air-to-Air Missile (AMRAAM)","203 ","Y","Y","U",2015,"Total",NA,10210,NA,NA,NA
"3131",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","204 ","0208058N","Joint High Speed Vessel (JHSV)","204 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3132",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","208 ","0303109N","Satellite Communications (SPACE)","208 ","Y","Y","U",2015,"Total",NA,41729,NA,NA,NA
"3133",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","209 ","0303138N","Consolidated Afloat Network Enterprise Services (CANES)","209 ","Y","Y","U",2015,"Total",NA,22773,NA,NA,NA
"3134",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","210 ","0303140N","Information Systems Security Program","210 ","Y","Y","U",2015,"Total",NA,23016,NA,NA,NA
"3135",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","211 ","0303150M","WWMCCS/Global Command and Control System","211 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3136",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","213 ","0305160N","Navy Meteorological and Ocean Sensors-Space (METOC)","213 ","Y","Y","U",2015,"Total",NA,359,NA,NA,NA
"3137",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","214 ","0305192N","Military Intelligence Program (MIP) Activities","214 ","Y","Y","U",2015,"Total",NA,6166,NA,NA,NA
"3138",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","215 ","0305204N","Tactical Unmanned Aerial Vehicles","215 ","Y","Y","U",2015,"Total",NA,8505,NA,NA,NA
"3139",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","216 ","0305205N","UAS Integration and Interoperability","216 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3140",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","217 ","0305208M","Distributed Common Ground/Surface Systems","217 ","Y","Y","U",2015,"Total",NA,11606,NA,NA,NA
"3141",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","218 ","0305208N","Distributed Common Ground/Surface Systems","218 ","Y","Y","U",2015,"Total",NA,18146,NA,NA,NA
"3142",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","219 ","0305220N","RQ-4 UAV","219 ","Y","Y","U",2015,"Total",NA,451442,NA,NA,NA
"3143",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","220 ","0305231N","MQ-8 UAV","220 ","Y","Y","U",2015,"Total",NA,43294,NA,NA,NA
"3144",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","221 ","0305232M","RQ-11 UAV","221 ","Y","Y","U",2015,"Total",NA,718,NA,NA,NA
"3145",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","222 ","0305233N","RQ-7 UAV","222 ","Y","Y","U",2015,"Total",NA,851,NA,NA,NA
"3146",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","223 ","0305234N","Small (Level 0) Tactical UAS (STUASL0)","223 ","Y","Y","U",2015,"Total",NA,4813,NA,NA,NA
"3147",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","224 ","0305239M","RQ-21A","224 ","Y","Y","U",2015,"Total",NA,8192,NA,NA,NA
"3148",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","225 ","0305241N","Multi-Intelligence Sensor Development","225 ","Y","Y","U",2015,"Total",NA,17751,NA,NA,NA
"3149",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","226 ","0305242M","Unmanned Aerial Systems (UAS) Payloads (MIP)","226 ","Y","Y","U",2015,"Total",NA,2000,NA,NA,NA
"3150",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","227 ","0305421N","RQ-4 Modernization","227 ","Y","Y","U",2015,"Total",NA,5000,NA,NA,NA
"3151",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","228 ","0308601N","Modeling and Simulation Support","228 ","Y","Y","U",2015,"Total",NA,4719,NA,NA,NA
"3152",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","229 ","0702207N","Depot Maintenance (Non-IF)","229 ","Y","Y","U",2015,"Total",NA,21168,NA,NA,NA
"3153",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","230 ","0708011N","Industrial Preparedness","230 ","Y","Y","U",2015,"Total",NA,37169,NA,NA,NA
"3154",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","231 ","0708730N","Maritime Technology (MARITECH)","231 ","Y","Y","U",2015,"Total",NA,4347,NA,NA,NA
"3155",2016,"1319N","Research, Development, Test & Eval, Navy","","07","Operational Systems Development","","9999999999","Classified Programs","","Y","Y","U",2015,"Total",NA,1197753,NA,NA,NA
"3156",2016,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","1   ","0601102F","Defense Research Sciences","1   ","Y","Y","U",2015,"Total",NA,389979,NA,NA,NA
"3157",2016,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","2   ","0601103F","University Research Initiatives","2   ","Y","Y","U",2015,"Total",NA,147079,NA,NA,NA
"3158",2016,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","3   ","0601108F","High Energy Laser Research Initiatives","3   ","Y","Y","U",2015,"Total",NA,13950,NA,NA,NA
"3159",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","4   ","0602102F","Materials","4   ","Y","Y","U",2015,"Total",NA,110680,NA,NA,NA
"3160",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","5   ","0602201F","Aerospace Vehicle Technologies","5   ","Y","Y","U",2015,"Total",NA,105673,NA,NA,NA
"3161",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","6   ","0602202F","Human Effectiveness Applied Research","6   ","Y","Y","U",2015,"Total",NA,96894,NA,NA,NA
"3162",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","7   ","0602203F","Aerospace Propulsion","7   ","Y","Y","U",2015,"Total",NA,172550,NA,NA,NA
"3163",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","8   ","0602204F","Aerospace Sensors","8   ","Y","Y","U",2015,"Total",NA,118321,NA,NA,NA
"3164",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","9   ","0602601F","Space Technology","9   ","Y","Y","U",2015,"Total",NA,98229,NA,NA,NA
"3165",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","10  ","0602602F","Conventional Munitions","10  ","Y","Y","U",2015,"Total",NA,87387,NA,NA,NA
"3166",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","11  ","0602605F","Directed Energy Technology","11  ","Y","Y","U",2015,"Total",NA,125866,NA,NA,NA
"3167",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","12  ","0602788F","Dominant Information Sciences and Methods","12  ","Y","Y","U",2015,"Total",NA,147749,NA,NA,NA
"3168",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","13  ","0602890F","High Energy Laser Research","13  ","Y","Y","U",2015,"Total",NA,37441,NA,NA,NA
"3169",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","14  ","0603112F","Advanced Materials for Weapon Systems","14  ","Y","Y","U",2015,"Total",NA,40177,NA,NA,NA
"3170",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","15  ","0603199F","Sustainment Science and Technology (S&T)","15  ","Y","Y","U",2015,"Total",NA,15800,NA,NA,NA
"3171",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","16  ","0603203F","Advanced Aerospace Sensors","16  ","Y","Y","U",2015,"Total",NA,34334,NA,NA,NA
"3172",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","17  ","0603211F","Aerospace Technology Dev/Demo","17  ","Y","Y","U",2015,"Total",NA,91037,NA,NA,NA
"3173",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","18  ","0603216F","Aerospace Propulsion and Power Technology","18  ","Y","Y","U",2015,"Total",NA,132681,NA,NA,NA
"3174",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","19  ","0603270F","Electronic Combat Technology","19  ","Y","Y","U",2015,"Total",NA,47508,NA,NA,NA
"3175",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","20  ","0603401F","Advanced Spacecraft Technology","20  ","Y","Y","U",2015,"Total",NA,68907,NA,NA,NA
"3176",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","21  ","0603444F","Maui Space Surveillance System (MSSS)","21  ","Y","Y","U",2015,"Total",NA,14031,NA,NA,NA
"3177",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","22  ","0603456F","Human Effectiveness Advanced Technology Development","22  ","Y","Y","U",2015,"Total",NA,21788,NA,NA,NA
"3178",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","23  ","0603601F","Conventional Weapons Technology","23  ","Y","Y","U",2015,"Total",NA,42046,NA,NA,NA
"3179",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","24  ","0603605F","Advanced Weapons Technology","24  ","Y","Y","U",2015,"Total",NA,33542,NA,NA,NA
"3180",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","25  ","0603680F","Manufacturing Technology Program","25  ","Y","Y","U",2015,"Total",NA,52772,NA,NA,NA
"3181",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","26  ","0603788F","Battlespace Knowledge Development and Demonstration","26  ","Y","Y","U",2015,"Total",NA,35289,NA,NA,NA
"3182",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","27  ","0603260F","Intelligence Advanced Development","27  ","Y","Y","U",2015,"Total",NA,5408,NA,NA,NA
"3183",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","28  ","0603287F","Physical Security Equipment","28  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3184",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","29  ","0603438F","Space Control Technology","29  ","Y","Y","U",2015,"Total",NA,6075,NA,NA,NA
"3185",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","30  ","0603742F","Combat Identification Technology","30  ","Y","Y","U",2015,"Total",NA,10980,NA,NA,NA
"3186",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","31  ","0603790F","NATO Research and Development","31  ","Y","Y","U",2015,"Total",NA,2392,NA,NA,NA
"3187",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","32  ","0603791F","International Space Cooperative R&D","32  ","Y","Y","U",2015,"Total",NA,833,NA,NA,NA
"3188",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","33  ","0603830F","Space Security and Defense Program","33  ","Y","Y","U",2015,"Total",NA,31613,NA,NA,NA
"3189",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","34  ","0603851F","Intercontinental Ballistic Missile - Dem/Val","34  ","Y","Y","U",2015,"Total",NA,30885,NA,NA,NA
"3190",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","35  ","0603859F","Pollution Prevention - Dem/Val","35  ","Y","Y","U",2015,"Total",NA,998,NA,NA,NA
