"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"5960",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","78  ","0605229F","CSAR HH-60 Recapitalization","78  ","Y","Y","U",2016,"Total",NA,NA,NA,156085,NA
"5961",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","79  ","0605278F","HC/MC-130 Recap RDT&E","79  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5962",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","80  ","0605431F","Advanced EHF MILSATCOM (SPACE)","80  ","Y","Y","U",2016,"Total",NA,NA,NA,228230,NA
"5963",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","81  ","0605432F","Polar MILSATCOM (SPACE)","81  ","Y","Y","U",2016,"Total",NA,NA,NA,72084,NA
"5964",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","82  ","0605433F","Wideband Global SATCOM (SPACE)","82  ","Y","Y","U",2016,"Total",NA,NA,NA,56343,NA
"5965",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","83  ","0605458F","Air & Space Ops Center 10.2 RDT&E","83  ","Y","Y","U",2016,"Total",NA,NA,NA,47629,NA
"5966",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","84  ","0605931F","B-2 Defensive Management System","84  ","Y","Y","U",2016,"Total",NA,NA,NA,271961,NA
"5967",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","85  ","0101125F","Nuclear Weapons Modernization","85  ","Y","Y","U",2016,"Total",NA,NA,NA,212121,NA
"5968",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","86  ","0207171F","F-15 EPAWSS","86  ","Y","Y","U",2016,"Total",NA,NA,NA,186481,NA
"5969",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","87  ","0207701F","Full Combat Mission Training","87  ","Y","Y","U",2016,"Total",NA,NA,NA,18082,NA
"5970",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","88  ","0305176F","Combat Survivor Evader Locator","88  ","Y","Y","U",2016,"Total",NA,NA,NA,993,NA
"5971",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","89  ","0307581F","NextGen JSTARS","89  ","Y","Y","U",2016,"Total",NA,NA,NA,44343,NA
"5972",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","90  ","0401318F","CV-22","90  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5973",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","91  ","0401319F","Presidential Aircraft Replacement (PAR)","91  ","Y","Y","U",2016,"Total",NA,NA,NA,102620,NA
"5974",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","92  ","0701212F","Automated Test Systems","92  ","Y","Y","U",2016,"Total",NA,NA,NA,14563,NA
"5975",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","93  ","0604256F","Threat Simulator Development","93  ","Y","Y","U",2016,"Total",NA,NA,NA,23844,NA
"5976",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","94  ","0604759F","Major T&E Investment","94  ","Y","Y","U",2016,"Total",NA,NA,NA,68302,NA
"5977",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","95  ","0605101F","RAND Project Air Force","95  ","Y","Y","U",2016,"Total",NA,NA,NA,34918,NA
"5978",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","96  ","0605502F","Small Business Innovation Research","96  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5979",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","97  ","0605712F","Initial Operational Test & Evaluation","97  ","Y","Y","U",2016,"Total",NA,NA,NA,10476,NA
"5980",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","98  ","0605807F","Test and Evaluation Support","98  ","Y","Y","U",2016,"Total",NA,NA,NA,673908,NA
"5981",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","99  ","0605860F","Rocket Systems Launch Program (SPACE)","99  ","Y","Y","U",2016,"Total",NA,NA,NA,21858,NA
"5982",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","100 ","0605864F","Space Test Program (STP)","100 ","Y","Y","U",2016,"Total",NA,NA,NA,28228,NA
"5983",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","101 ","0605976F","Facilities Restoration and Modernization - Test and Evaluation Support","101 ","Y","Y","U",2016,"Total",NA,NA,NA,40518,NA
"5984",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","102 ","0605978F","Facilities Sustainment - Test and Evaluation Support","102 ","Y","Y","U",2016,"Total",NA,NA,NA,27895,NA
"5985",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","103 ","0606017F","Requirements Analysis and Maturation","103 ","Y","Y","U",2016,"Total",NA,NA,NA,16507,NA
"5986",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","104 ","0606116F","Space Test and Training Range Development","104 ","Y","Y","U",2016,"Total",NA,NA,NA,18997,NA
"5987",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","105 ","0606323F","Multi-Service Systems Engineering Initiative","105 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5988",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","106 ","0606392F","Space and Missile Center (SMC) Civilian Workforce","106 ","Y","Y","U",2016,"Total",NA,NA,NA,185305,NA
"5989",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","107 ","0308602F","ENTEPRISE INFORMATION SERVICES (EIS)","107 ","Y","Y","U",2016,"Total",NA,NA,NA,4841,NA
"5990",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","108 ","0702806F","Acquisition and Management Support","108 ","Y","Y","U",2016,"Total",NA,NA,NA,15357,NA
"5991",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","109 ","0804731F","General Skill Training","109 ","Y","Y","U",2016,"Total",NA,NA,NA,1315,NA
"5992",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","110 ","0909999F","Financing for Cancelled Account Adjustments","110 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5993",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","111 ","1001004F","International Activities","111 ","Y","Y","U",2016,"Total",NA,NA,NA,2315,NA
"5994",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","112 ","0603423F","Global Positioning System III - Operational Control Segment","112 ","Y","Y","U",2016,"Total",NA,NA,NA,350232,NA
"5995",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","113 ","0604233F","Specialized Undergraduate Flight Training","113 ","Y","Y","U",2016,"Total",NA,NA,NA,10465,NA
"5996",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","114 ","0604445F","Wide Area Surveillance","114 ","Y","Y","U",2016,"Total",NA,NA,NA,24577,NA
"5997",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","116 ","0604618F","Joint Direct Attack Munition","116 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5998",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","117 ","0605018F","AF Integrated Personnel and Pay System (AF-IPPS)","117 ","Y","Y","U",2016,"Total",NA,NA,NA,69694,NA
"5999",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","118 ","0605024F","Anti-Tamper Technology Executive Agency","118 ","Y","Y","U",2016,"Total",NA,NA,NA,26718,NA
"6000",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","119 ","0605278F","HC/MC-130 Recap RDT&E","119 ","Y","Y","U",2016,"Total",NA,NA,NA,10807,NA
"6001",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","121 ","0101113F","B-52 Squadrons","121 ","Y","Y","U",2016,"Total",NA,NA,NA,74520,NA
"6002",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","122 ","0101122F","Air-Launched Cruise Missile (ALCM)","122 ","Y","Y","U",2016,"Total",NA,NA,NA,451,NA
"6003",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","123 ","0101126F","B-1B Squadrons","123 ","Y","Y","U",2016,"Total",NA,NA,NA,2245,NA
"6004",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","124 ","0101127F","B-2 Squadrons","124 ","Y","Y","U",2016,"Total",NA,NA,NA,108183,NA
"6005",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","125 ","0101213F","Minuteman Squadrons","125 ","Y","Y","U",2016,"Total",NA,NA,NA,178929,NA
"6006",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","126 ","0101313F","Strat War Planning System - USSTRATCOM","126 ","Y","Y","U",2016,"Total",NA,NA,NA,28481,NA
"6007",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","127 ","0101314F","Night Fist - USSTRATCOM","127 ","Y","Y","U",2016,"Total",NA,NA,NA,87,NA
"6008",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","128 ","0101316F","Worldwide Joint Strategic Communications","128 ","Y","Y","U",2016,"Total",NA,NA,NA,5315,NA
"6009",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","130 ","0102326F","Region/Sector Operation Control Center Modernization Program","130 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"6010",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","131 ","0105921F","Service Support to STRATCOM - Space Activities","131 ","Y","Y","U",2016,"Total",NA,NA,NA,8090,NA
"6011",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","132 ","0205219F","MQ-9 UAV","132 ","Y","Y","U",2016,"Total",NA,NA,NA,123439,NA
"6012",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","133 ","0205671F","Joint Counter RCIED Electronic Warfare","133 ","Y","Y","U",2016,"Total",NA,NA,NA,300,NA
"6013",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","134 ","0207131F","A-10 Squadrons","134 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"6014",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","135 ","0207133F","F-16 Squadrons","135 ","Y","Y","U",2016,"Total",NA,NA,NA,148297,NA
"6015",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","136 ","0207134F","F-15E Squadrons","136 ","Y","Y","U",2016,"Total",NA,NA,NA,179283,NA
"6016",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","137 ","0207136F","Manned Destructive Suppression","137 ","Y","Y","U",2016,"Total",NA,NA,NA,14860,NA
"6017",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","138 ","0207138F","F-22A Squadrons","138 ","Y","Y","U",2016,"Total",NA,NA,NA,262552,NA
"6018",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","139 ","0207142F","F-35 Squadrons","139 ","Y","Y","U",2016,"Total",NA,NA,NA,115395,NA
"6019",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","140 ","0207161F","Tactical AIM Missiles","140 ","Y","Y","U",2016,"Total",NA,NA,NA,43360,NA
"6020",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","141 ","0207163F","Advanced Medium Range Air-to-Air Missile (AMRAAM)","141 ","Y","Y","U",2016,"Total",NA,NA,NA,46160,NA
"6021",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","142 ","0207171F","F-15 EPAWSS","142 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"6022",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","143 ","0207224F","Combat Rescue and Recovery","143 ","Y","Y","U",2016,"Total",NA,NA,NA,412,NA
"6023",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","144 ","0207227F","Combat Rescue - Pararescue","144 ","Y","Y","U",2016,"Total",NA,NA,NA,657,NA
"6024",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","145 ","0207247F","AF TENCAP","145 ","Y","Y","U",2016,"Total",NA,NA,NA,31428,NA
"6025",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","146 ","0207249F","Precision Attack Systems Procurement","146 ","Y","Y","U",2016,"Total",NA,NA,NA,1105,NA
"6026",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","147 ","0207253F","Compass Call","147 ","Y","Y","U",2016,"Total",NA,NA,NA,14249,NA
"6027",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","148 ","0207268F","Aircraft Engine Component Improvement Program","148 ","Y","Y","U",2016,"Total",NA,NA,NA,103942,NA
"6028",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","149 ","0207325F","Joint Air-to-Surface Standoff Missile (JASSM)","149 ","Y","Y","U",2016,"Total",NA,NA,NA,12793,NA
"6029",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","150 ","0207410F","Air & Space Operations Center (AOC)","150 ","Y","Y","U",2016,"Total",NA,NA,NA,21193,NA
"6030",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","151 ","0207412F","Control and Reporting Center (CRC)","151 ","Y","Y","U",2016,"Total",NA,NA,NA,559,NA
"6031",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","152 ","0207417F","Airborne Warning and Control System (AWACS)","152 ","Y","Y","U",2016,"Total",NA,NA,NA,161812,NA
"6032",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","153 ","0207418F","Tactical Airborne Control Systems","153 ","Y","Y","U",2016,"Total",NA,NA,NA,6001,NA
"6033",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","155 ","0207431F","Combat Air Intelligence System Activities","155 ","Y","Y","U",2016,"Total",NA,NA,NA,7793,NA
"6034",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","156 ","0207444F","Tactical Air Control Party-Mod","156 ","Y","Y","U",2016,"Total",NA,NA,NA,12465,NA
"6035",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","157 ","0207448F","C2ISR Tactical Data Link","157 ","Y","Y","U",2016,"Total",NA,NA,NA,1681,NA
"6036",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","158 ","0207449F","Command and Control (C2) Constellation","158 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"6037",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","159 ","0207452F","DCAPES","159 ","Y","Y","U",2016,"Total",NA,NA,NA,16796,NA
"6038",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","160 ","0207581F","Joint Surveillance/Target Attack Radar System (JSTARS)","160 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"6039",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","161 ","0207590F","Seek Eagle","161 ","Y","Y","U",2016,"Total",NA,NA,NA,21564,NA
"6040",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","162 ","0207601F","USAF Modeling and Simulation","162 ","Y","Y","U",2016,"Total",NA,NA,NA,24994,NA
"6041",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","163 ","0207605F","Wargaming and Simulation Centers","163 ","Y","Y","U",2016,"Total",NA,NA,NA,6035,NA
