"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","IncludeInTOA","Classified","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal"
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",241,"0901279F","Facilities Operation - Administrative","Y","U",2016,"Base",,,,0,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",242,"0901538F","Financial Management Information Systems Development","Y","U",2016,"Base",,,,95130,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","","07","Operational Systems Development",,"9999999999","Classified Programs","Y","U",2016,"Base",,,,12071051,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","01","Basic Research",1,"0601000BR","DTRA Basic Research Initiative","Y","U",2016,"Base",,,,38436,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","01","Basic Research",2,"0601101E","Defense Research Sciences","Y","U",2016,"Base",,,,333119,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","01","Basic Research",3,"0601110D8Z","Basic Research Initiatives","Y","U",2016,"Base",,,,71940,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","01","Basic Research",4,"0601117E","Basic Operational Medical Research Science","Y","U",2016,"Base",,,,56544,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","01","Basic Research",5,"0601120D8Z","National Defense Education Program","Y","U",2016,"Base",,,,54355,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","01","Basic Research",6,"0601228D8Z","Historically Black Colleges and Universities/Minority Institutions","Y","U",2016,"Base",,,,35834,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","01","Basic Research",7,"0601384BP","Chemical and Biological Defense Program","Y","U",2016,"Base",,,,47761,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",8,"0602000D8Z","Joint Munitions Technology","Y","U",2016,"Base",,,,19314,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",9,"0602115E","Biomedical Technology","Y","U",2016,"Base",,,,114262,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",10,"0602230D8Z","Defense Technology Innovation","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",11,"0602234D8Z","Lincoln Laboratory Research Program","Y","U",2016,"Base",,,,50925,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",12,"0602251D8Z","Applied Research for the Advancement of S&T Priorities","Y","U",2016,"Base",,,,48131,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",13,"0602303E","Information & Communications Technology","Y","U",2016,"Base",,,,341358,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",14,"0602383E","Biological Warfare Defense","Y","U",2016,"Base",,,,24265,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","02","Applied Research",15,"0602384BP","Chemical and Biological Defense Program","Y","U",2016,"Base",,,,202611,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",16,"0602668D8Z","Cyber Security Research","Y","U",2016,"Base",,,,13701,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",17,"0602702E","Tactical Technology","Y","U",2016,"Base",,,,302582,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",18,"0602715E","Materials and Biological Technology","Y","U",2016,"Base",,,,206115,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",19,"0602716E","Electronics Technology","Y","U",2016,"Base",,,,174798,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","02","Applied Research",20,"0602718BR","Weapons of Mass Destruction Defeat Technologies","Y","U",2016,"Base",,,,152915,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",21,"0602751D8Z","Software Engineering Institute (SEI) Applied Research","Y","U",2016,"Base",,,,8807,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","02","Applied Research",22,"1160401BB","SOF Technology Development","Y","U",2016,"Base",,,,37517,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",23,"0603000D8Z","Joint Munitions Advanced Technology","Y","U",2016,"Base",,,,25864,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",24,"0603121D8Z","SO/LIC Advanced Development","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",25,"0603122D8Z","Combating Terrorism Technology Support","Y","U",2016,"Base",,,,108030,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",26,"0603133D8Z","Foreign Comparative Testing","Y","U",2016,"Base",,,,24782,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","03","Advanced Technology Development",27,"0603160BR","Counterproliferation Initiatives - Proliferation Prevention and Defeat","Y","U",2016,"Base",,,,290310,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",28,"0603176C","Advanced Concepts and Performance Assessment","Y","U",2016,"Base",,,,12139,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",29,"0603177C","Discrimination Sensor Technology","Y","U",2016,"Base",,,,28200,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",30,"0603178C","Weapons Technology","Y","U",2016,"Base",,,,51153,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",31,"0603179C","Advanced C4ISR","Y","U",2016,"Base",,,,9876,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",32,"0603180C","Advanced Research","Y","U",2016,"Base",,,,17364,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",33,"0603225D8Z","Joint DoD-DoE Munitions Technology Development","Y","U",2016,"Base",,,,18765,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",34,"0603264S","Agile Transportation for the 21st Century (AT21) - Theater Capability","Y","U",2016,"Base",,,,1706,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",35,"0603274C","Special Program - MDA Technology","Y","U",2016,"Base",,,,13908,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",36,"0603286E","Advanced Aerospace Systems","Y","U",2016,"Base",,,,173631,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",37,"0603287E","Space Programs and Technology","Y","U",2016,"Base",,,,126692,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",38,"0603288D8Z","Analytic Assessments","Y","U",2016,"Base",,,,14645,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",39,"0603289D8Z","Advanced Innovative Analysis and Concepts","Y","U",2016,"Base",,,,50030,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",40,"0603294C","Common Kill Vehicle Technology","Y","U",2016,"Base",,,,61753,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",41,"0603375D8Z","Technology Innovation","Y","U",2016,"Base",,,,25000,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","03","Advanced Technology Development",42,"0603384BP","Chemical and Biological Defense Program - Advanced Development","Y","U",2016,"Base",,,,140094,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",43,"0603527D8Z","RETRACT LARCH","Y","U",2016,"Base",,,,108430,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",44,"0603618D8Z","Joint Electronic Advanced Technology","Y","U",2016,"Base",,,,30879,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",45,"0603648D8Z","Joint Capability Technology Demonstrations","Y","U",2016,"Base",,,,132258,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",46,"0603662D8Z","Networked Communications Capabilities","Y","U",2016,"Base",,,,5967,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",47,"0603680D8Z","Defense-Wide Manufacturing Science and Technology Program","Y","U",2016,"Base",,,,156743,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",48,"0603680S","Manufacturing Technology Program","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",49,"0603699D8Z","Emerging Capabilities Technology Development","Y","U",2016,"Base",,,,40949,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",50,"0603712S","Generic Logistics R&D Technology Demonstrations","Y","U",2016,"Base",,,,15537,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",51,"0603713S","Deployment and Distribution Enterprise Technology","Y","U",2016,"Base",,,,29888,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",52,"0603716D8Z","Strategic Environmental Research Program","Y","U",2016,"Base",,,,55705,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",53,"0603720S","Microelectronics Technology Development and Support","Y","U",2016,"Base",,,,89038,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",54,"0603727D8Z","Joint Warfighting Program","Y","U",2016,"Base",,,,4982,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",55,"0603739E","Advanced Electronics Technologies","Y","U",2016,"Base",,,,76021,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",56,"0603760E","Command, Control and Communications Systems","Y","U",2016,"Base",,,,201335,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",57,"0603766E","Network-Centric Warfare Technology","Y","U",2016,"Base",,,,425861,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",58,"0603767E","Sensor Technology","Y","U",2016,"Base",,,,240127,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DHRA","03","Advanced Technology Development",59,"0603769SE","Distributed Learning Advanced Technology Development","Y","U",2016,"Base",,,,10771,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",60,"0603781D8Z","Software Engineering Institute","Y","U",2016,"Base",,,,15173,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",61,"0603826D8Z","Quick Reaction Special Projects","Y","U",2016,"Base",,,,70320,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",62,"0603832D8Z","DoD Modeling and Simulation Management Office","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",63,"0603833D8Z","Engineering Science & Technology","Y","U",2016,"Base",,,,18341,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",64,"0603941D8Z","Test & Evaluation Science & Technology","Y","U",2016,"Base",,,,91425,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",65,"0604055D8Z","Operational Energy Capability Improvement","Y","U",2016,"Base",,,,41420,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",66,"0303310D8Z","CWMD Systems","Y","U",2016,"Base",,,,42404,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","03","Advanced Technology Development",67,"1160402BB","SOF Advanced Technology Development","Y","U",2016,"Base",,,,59741,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",68,"0603161D8Z","Nuclear and Conventional Physical Security Equipment RDT&E ADC&P","Y","U",2016,"Base",,,,31648,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",69,"0603600D8Z","WALKOFF","Y","U",2016,"Base",,,,90387,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",70,"0603714D8Z","Advanced Sensors Application Program","Y","U",2016,"Base",,,,15869,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",71,"0603821D8Z","Acquisition Enterprise Data & Information Services","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",72,"0603851D8Z","Environmental Security Technical Certification Program","Y","U",2016,"Base",,,,52654,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",73,"0603881C","Ballistic Missile Defense Terminal Defense Segment","Y","U",2016,"Base",,,,212230,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",74,"0603882C","Ballistic Missile Defense Midcourse Defense Segment","Y","U",2016,"Base",,,,1269913,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","04","Advanced Component Development And Prototypes",75,"0603884BP","Chemical and Biological Defense Program - Dem/Val","Y","U",2016,"Base",,,,170354,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",76,"0603884C","Ballistic Missile Defense Sensors","Y","U",2016,"Base",,,,228392,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",77,"0603890C","BMD Enabling Programs","Y","U",2016,"Base",,,,404780,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",78,"0603891C","Special Programs - MDA","Y","U",2016,"Base",,,,400387,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",79,"0603892C","AEGIS BMD","Y","U",2016,"Base",,,,830647,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",80,"0603893C","Space Tracking & Surveillance System","Y","U",2016,"Base",,,,28605,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",81,"0603895C","Ballistic Missile Defense System Space Programs","Y","U",2016,"Base",,,,21507,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",82,"0603896C","Ballistic Missile Defense Command and Control, Battle Management and Communicati","Y","U",2016,"Base",,,,429853,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",83,"0603898C","Ballistic Missile Defense Joint Warfighter Support","Y","U",2016,"Base",,,,47898,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",84,"0603904C","Missile Defense Integration & Operations Center (MDIOC)","Y","U",2016,"Base",,,,47939,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",85,"0603906C","Regarding Trench","Y","U",2016,"Base",,,,9583,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",86,"0603907C","Sea Based X-Band Radar (SBX)","Y","U",2016,"Base",,,,71266,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",87,"0603913C","Israeli Cooperative Programs","Y","U",2016,"Base",,,,267595,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",88,"0603914C","Ballistic Missile Defense Test","Y","U",2016,"Base",,,,281740,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",89,"0603915C","Ballistic Missile Defense Targets","Y","U",2016,"Base",,,,527563,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",90,"0603920D8Z","Humanitarian Demining","Y","U",2016,"Base",,,,10110,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",91,"0603923D8Z","Coalition Warfare","Y","U",2016,"Base",,,,10330,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",92,"0604016D8Z","Department of Defense Corrosion Program","Y","U",2016,"Base",,,,6518,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",93,"0604115C","Technology Maturation Initiatives","Y","U",2016,"Base",,,,27225,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",94,"0604132D8Z","Missile Defeat Project","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",95,"0604250D8Z","Advanced Innovative Technologies","Y","U",2016,"Base",,,,468881,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",96,"0604342D8Z","Defense Technology Offset","Y","U",2016,"Base",,,,75000,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",97,"0604400D8Z","Department of Defense (DoD) Unmanned System Common Development","Y","U",2016,"Base",,,,7786,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",98,"0604445J","Wide Area Surveillance","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",99,"0604682D8Z","Wargaming and Support for Strategic Analysis (SSA)","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",100,"0604775D8Z","Defense Rapid Innovation Program","Y","U",2016,"Base",,,,250000,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",101,"0604787J","Joint Systems Integration","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",102,"0604826J","Joint C5 Capability Development, Integration and interoperability Assessments","Y","U",2016,"Base",,,,21700,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",103,"0604828J","Joint FIRES Integration and Interoperability Team","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",104,"0604873C","Long Range Discrimination Radar (LRDR)","Y","U",2016,"Base",,,,137564,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",105,"0604874C","Improved Homeland Defense Interceptors","Y","U",2016,"Base",,,,278944,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",106,"0604876C","Ballistic Missile Defense Terminal Defense Segment Test","Y","U",2016,"Base",,,,26225,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",107,"0604878C","Aegis BMD Test","Y","U",2016,"Base",,,,78468,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",108,"0604879C","Ballistic Missile Defense Sensor Test","Y","U",2016,"Base",,,,83597,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",109,"0604880C","Land-Based SM-3 (LBSM3)","Y","U",2016,"Base",,,,34970,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",110,"0604881C","AEGIS SM-3 Block IIA Co-Development","Y","U",2016,"Base",,,,172645,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",111,"0604887C","Ballistic Missile Defense Midcourse Segment Test","Y","U",2016,"Base",,,,64618,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",112,"0604894C","Multi-Object Kill Vehicle","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",113,"0605170D8Z","Support to Networks and Information Integration","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",114,"0303191D8Z","Joint Electromagnetic Technology (JET) Program","Y","U",2016,"Base",,,,2656,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",115,"0305103C","Cyber Security Initiative","Y","U",2016,"Base",,,,963,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",116,"0604161D8Z","Nuclear and Conventional Physical Security Equipment RDT&E SDD","Y","U",2016,"Base",,,,8783,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",117,"0604165D8Z","Prompt Global Strike Capability Development","Y","U",2016,"Base",,,,88660,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","05","System Development And Demonstration",118,"0604384BP","Chemical and Biological Defense Program - EMD","Y","U",2016,"Base",,,,282147,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","05","System Development And Demonstration",119,"0604764K","Advanced IT Services Joint Program Office (AITS-JPO)","Y","U",2016,"Base",,,,18388,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",120,"0604771D8Z","Joint Tactical Information Distribution System (JTIDS)","Y","U",2016,"Base",,,,14257,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","05","System Development And Demonstration",121,"0605000BR","Weapons of Mass Destruction Defeat Capabilities","Y","U",2016,"Base",,,,7156,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DCMA","05","System Development And Demonstration",122,"0605013BL","Information Technology Development","Y","U",2016,"Base",,,,12042,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DHRA","05","System Development And Demonstration",123,"0605021SE","Homeland Personnel Security Initiative","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",124,"0605022D8Z","Defense Exportability Program","Y","U",2016,"Base",,,,3267,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",125,"0605027D8Z","OUSD(C) IT Development Initiatives","Y","U",2016,"Base",,,,4962,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","05","System Development And Demonstration",126,"0605070S","DOD Enterprise Systems Development and Demonstration","Y","U",2016,"Base",,,,11912,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",127,"0605075D8Z","DCMO Policy and Integration","Y","U",2016,"Base",,,,2219,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","05","System Development And Demonstration",128,"0605080S","Defense Agency Intiatives (DAI) - Financial System","Y","U",2016,"Base",,,,31660,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","05","System Development And Demonstration",129,"0605090S","Defense Retired and Annuitant Pay System (DRAS)","Y","U",2016,"Base",,,,10135,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",130,"0605140D8Z","Trusted Foundry","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",131,"0605210D8Z","Defense-Wide Electronic Procurement Capabilities","Y","U",2016,"Base",,,,7209,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","05","System Development And Demonstration",132,"0303141K","Global Combat Support System","Y","U",2016,"Base",,,,14294,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","05","System Development And Demonstration",133,"0305304D8Z","DoD Enterprise Energy Information Management (EEIM)","Y","U",2016,"Base",,,,4406,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",134,"0604774D8Z","Defense Readiness Reporting System (DRRS)","Y","U",2016,"Base",,,,5571,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",135,"0604875D8Z","Joint Systems Architecture Development","Y","U",2016,"Base",,,,3076,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",136,"0604940D8Z","Central Test and Evaluation Investment Development (CTEIP)","Y","U",2016,"Base",,,,213668,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",137,"0604942D8Z","Assessments and Evaluations","Y","U",2016,"Base",,,,28618,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","06","Management Support",138,"0605001E","Mission Support","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",139,"0605100D8Z","Joint Mission Environment Test Capability (JMETC)","Y","U",2016,"Base",,,,40146,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",140,"0605104D8Z","Technical Studies, Support and Analysis","Y","U",2016,"Base",,,,24887,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",141,"0605117D8Z","Foreign Materiel Acquisition and Exploitation","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","06","Management Support",142,"0605126J","Joint Integrated Air and Missile Defense Organization (JIAMDO)","Y","U",2016,"Base",,,,33983,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",143,"0605128D8Z","Classified Program USD(P)","Y","U",2016,"Base",,,,115000,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",144,"0605142D8Z","Systems Engineering","Y","U",2016,"Base",,,,39581,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",145,"0605151D8Z","Studies and Analysis Support - OSD","Y","U",2016,"Base",,,,2710,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",146,"0605161D8Z","Nuclear Matters-Physical Security","Y","U",2016,"Base",,,,5277,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",147,"0605170D8Z","Support to Networks and Information Integration","Y","U",2016,"Base",,,,5279,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",148,"0605200D8Z","General Support to USD (Intelligence)","Y","U",2016,"Base",,,,1686,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","06","Management Support",149,"0605384BP","Chemical and Biological Defense Program","Y","U",2016,"Base",,,,102238,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","06","Management Support",150,"0605502BP","Small Business Innovative Research - Chemical Biological Def","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","06","Management Support",151,"0605502BR","Small Business Innovation Research","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","06","Management Support",152,"0605502C","Small Business Innovation Research - MDA","Y","U",2016,"Base",,,,0,,
