"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","IncludeInTOA","Classified","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal"
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",74,"0605213F","F-22 Modernization Increment 3.2B","Y","U",2016,"Total",,,140640,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",75,"0605214F","Ground Attack Weapons Fuze Development","Y","U",2016,"Total",,,3598,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",76,"0605221F","KC-46","Y","U",2016,"Total",,,592364,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",77,"0605223F","Advanced Pilot Training","Y","U",2016,"Total",,,10395,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",78,"0605229F","CSAR HH-60 Recapitalization","Y","U",2016,"Total",,,156085,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",79,"0605278F","HC/MC-130 Recap RDT&E","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",80,"0605431F","Advanced EHF MILSATCOM (SPACE)","Y","U",2016,"Total",,,228095,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",81,"0605432F","Polar MILSATCOM (SPACE)","Y","U",2016,"Total",,,71867,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",82,"0605433F","Wideband Global SATCOM (SPACE)","Y","U",2016,"Total",,,52185,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",83,"0605458F","Air & Space Ops Center 10.2 RDT&E","Y","U",2016,"Total",,,47629,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",84,"0605931F","B-2 Defensive Management System","Y","U",2016,"Total",,,271961,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",85,"0101125F","Nuclear Weapons Modernization","Y","U",2016,"Total",,,212121,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",86,"0207171F","F-15 EPAWSS","Y","U",2016,"Total",,,180681,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",87,"0207701F","Full Combat Mission Training","Y","U",2016,"Total",,,18082,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",88,"0305176F","Combat Survivor Evader Locator","Y","U",2016,"Total",,,993,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",89,"0307581F","JSTARS Recap","Y","U",2016,"Total",,,44343,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",90,"0401319F","Presidential Aircraft Replacement (PAR)","Y","U",2016,"Total",,,82420,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",91,"0701212F","Automated Test Systems","Y","U",2016,"Total",,,14563,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",92,"0604256F","Threat Simulator Development","Y","U",2016,"Total",,,23844,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",93,"0604759F","Major T&E Investment","Y","U",2016,"Total",,,73302,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",94,"0605101F","RAND Project Air Force","Y","U",2016,"Total",,,34918,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",95,"0605502F","Small Business Innovation Research","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",96,"0605712F","Initial Operational Test & Evaluation","Y","U",2016,"Total",,,10476,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",97,"0605807F","Test and Evaluation Support","Y","U",2016,"Total",,,683308,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",98,"0605860F","Rocket Systems Launch Program (SPACE)","Y","U",2016,"Total",,,21792,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",99,"0605864F","Space Test Program (STP)","Y","U",2016,"Total",,,28143,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",100,"0605976F","Facilities Restoration and Modernization - Test and Evaluation Support","Y","U",2016,"Total",,,40518,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",101,"0605978F","Facilities Sustainment - Test and Evaluation Support","Y","U",2016,"Total",,,27895,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",102,"0606017F","Requirements Analysis and Maturation","Y","U",2016,"Total",,,22507,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",103,"0606116F","Space Test and Training Range Development","Y","U",2016,"Total",,,18940,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",104,"0606392F","Space and Missile Center (SMC) Civilian Workforce","Y","U",2016,"Total",,,176196,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",105,"0308602F","ENTEPRISE INFORMATION SERVICES (EIS)","Y","U",2016,"Total",,,3841,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",106,"0702806F","Acquisition and Management Support","Y","U",2016,"Total",,,15357,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",107,"0804731F","General Skill Training","Y","U",2016,"Total",,,1315,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",108,"0909999F","Financing for Cancelled Account Adjustments","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","06","Management Support",109,"1001004F","International Activities","Y","U",2016,"Total",,,2315,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",110,"0603423F","Global Positioning System III - Operational Control Segment","Y","U",2016,"Total",,,349181,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",111,"0604233F","Specialized Undergraduate Flight Training","Y","U",2016,"Total",,,8565,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",112,"0604445F","Wide Area Surveillance","Y","U",2016,"Total",,,22577,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",114,"0604618F","Joint Direct Attack Munition","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",115,"0605018F","AF Integrated Personnel and Pay System (AF-IPPS)","Y","U",2016,"Total",,,31344,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",116,"0605024F","Anti-Tamper Technology Executive Agency","Y","U",2016,"Total",,,26718,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",117,"0605117F","Foreign Materiel Acquisition and Exploitation","Y","U",2016,"Total",,,41689,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",118,"0605278F","HC/MC-130 Recap RDT&E","Y","U",2016,"Total",,,10807,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",119,"0101113F","B-52 Squadrons","Y","U",2016,"Total",,,74520,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",120,"0101122F","Air-Launched Cruise Missile (ALCM)","Y","U",2016,"Total",,,451,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",121,"0101126F","B-1B Squadrons","Y","U",2016,"Total",,,2245,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",122,"0101127F","B-2 Squadrons","Y","U",2016,"Total",,,108183,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",123,"0101213F","Minuteman Squadrons","Y","U",2016,"Total",,,166729,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",124,"0101313F","Strat War Planning System - USSTRATCOM","Y","U",2016,"Total",,,28358,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",125,"0101314F","Night Fist - USSTRATCOM","Y","U",2016,"Total",,,87,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",126,"0101316F","Worldwide Joint Strategic Communications","Y","U",2016,"Total",,,5315,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",128,"0102110F","UH-1N Replacement Program","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",129,"0102326F","Region/Sector Operation Control Center Modernization Program","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",130,"0105921F","Service Support to STRATCOM - Space Activities","Y","U",2016,"Total",,,8090,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",131,"0205219F","MQ-9 UAV","Y","U",2016,"Total",,,122731,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",132,"0205671F","Joint Counter RCIED Electronic Warfare","Y","U",2016,"Total",,,300,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",133,"0207131F","A-10 Squadrons","Y","U",2016,"Total",,,16200,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",134,"0207133F","F-16 Squadrons","Y","U",2016,"Total",,,166297,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",135,"0207134F","F-15E Squadrons","Y","U",2016,"Total",,,205979,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",136,"0207136F","Manned Destructive Suppression","Y","U",2016,"Total",,,14860,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",137,"0207138F","F-22A Squadrons","Y","U",2016,"Total",,,231599,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",138,"0207142F","F-35 Squadrons","Y","U",2016,"Total",,,53921,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",139,"0207161F","Tactical AIM Missiles","Y","U",2016,"Total",,,43360,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",140,"0207163F","Advanced Medium Range Air-to-Air Missile (AMRAAM)","Y","U",2016,"Total",,,46160,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",141,"0207171F","F-15 EPAWSS","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",142,"0207224F","Combat Rescue and Recovery","Y","U",2016,"Total",,,412,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",143,"0207227F","Combat Rescue - Pararescue","Y","U",2016,"Total",,,657,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",144,"0207247F","AF TENCAP","Y","U",2016,"Total",,,31428,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",145,"0207249F","Precision Attack Systems Procurement","Y","U",2016,"Total",,,1105,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",146,"0207253F","Compass Call","Y","U",2016,"Total",,,14187,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",147,"0207268F","Aircraft Engine Component Improvement Program","Y","U",2016,"Total",,,103942,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",148,"0207325F","Joint Air-to-Surface Standoff Missile (JASSM)","Y","U",2016,"Total",,,9793,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",149,"0207410F","Air & Space Operations Center (AOC)","Y","U",2016,"Total",,,21102,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",150,"0207412F","Control and Reporting Center (CRC)","Y","U",2016,"Total",,,557,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",151,"0207417F","Airborne Warning and Control System (AWACS)","Y","U",2016,"Total",,,131812,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",152,"0207418F","Tactical Airborne Control Systems","Y","U",2016,"Total",,,6001,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",154,"0207431F","Combat Air Intelligence System Activities","Y","U",2016,"Total",,,6793,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",155,"0207444F","Tactical Air Control Party-Mod","Y","U",2016,"Total",,,12411,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",156,"0207448F","C2ISR Tactical Data Link","Y","U",2016,"Total",,,1674,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",157,"0207452F","DCAPES","Y","U",2016,"Total",,,16723,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",158,"0207590F","Seek Eagle","Y","U",2016,"Total",,,21564,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",159,"0207601F","USAF Modeling and Simulation","Y","U",2016,"Total",,,24945,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",160,"0207605F","Wargaming and Simulation Centers","Y","U",2016,"Total",,,6035,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",161,"0207697F","Distributed Training and Exercises","Y","U",2016,"Total",,,4358,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",162,"0208006F","Mission Planning Systems","Y","U",2016,"Total",,,55835,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",163,"0208059F","Service Support to Other Core Missions - STRATCOM (CYBERCOM Activities)","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",164,"0208087F","AF Offensive Cyberspace Operations","Y","U",2016,"Total",,,12874,,,
