"Account","Budget.Activity","Budget.Activity.Title","BSA","BSA.Title","Line.Item","Line.Item.Title","Cost.Type","Cost.Type.Title","Classification","FiscalYear","PB","App","Actual","OCO.PB","Base.PB","OCO.App","Base.App","Quant.PB","Quant.App","Quant.Actual","Quant.OCO.PB","Quant.Base.PB","Quant.OCO.App","Quant.Base.App"
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0125WK5057","Sentinel Mods","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,43285,NA,43285,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0125WK5057","Sentinel Mods","A","Weapon System Cost","U",2017,40171,NA,NA,0,40171,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0140KA3500","Night Vision Devices","A","Weapon System Cost","U",2015,NA,NA,103656,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0140KA3500","Night Vision Devices","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,124216,NA,124216,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0140KA3500","Night Vision Devices","A","Weapon System Cost","U",2017,163029,NA,NA,0,163029,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","U",2015,NA,NA,18520,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,23216,NA,23216,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","U",2017,15885,NA,NA,0,15885,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0173BZ0501","Indirect Fire Protection Family of Systems","A","Weapon System Cost","U",2015,NA,NA,68296,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0173BZ0501","Indirect Fire Protection Family of Systems","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,60679,NA,60679,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0173BZ0501","Indirect Fire Protection Family of Systems","A","Weapon System Cost","U",2017,52697,NA,NA,4270,48427,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0177K22001","Family of Weapon Sights (FWS)","A","Weapon System Cost","U",2015,NA,NA,2000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0177K22001","Family of Weapon Sights (FWS)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,53453,NA,53453,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0177K22001","Family of Weapon Sights (FWS)","A","Weapon System Cost","U",2017,55536,NA,NA,0,55536,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0178AD3200","Artillery Accuracy Equip","A","Weapon System Cost","U",2015,NA,NA,5875,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0178AD3200","Artillery Accuracy Equip","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,3338,NA,3338,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0178AD3200","Artillery Accuracy Equip","A","Weapon System Cost","U",2017,4187,NA,NA,0,4187,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0200K27900","Profiler","A","Weapon System Cost","U",2015,NA,NA,3115,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0200K27900","Profiler","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,4057,NA,4057,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0200K27900","Profiler","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0224BZ7325","Mod of In-Svc Equip (Firefinder Radars)","A","Weapon System Cost","U",2015,NA,NA,4186,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0224BZ7325","Mod of In-Svc Equip (Firefinder Radars)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0224BZ7325","Mod of In-Svc Equip (Firefinder Radars)","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","U",2015,NA,NA,87892,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,133339,NA,133339,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","U",2017,137501,NA,NA,0,137501,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0254K32101","Joint Effects Targeting System (JETS)","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0254K32101","Joint Effects Targeting System (JETS)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,47212,NA,47212,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0254K32101","Joint Effects Targeting System (JETS)","A","Weapon System Cost","U",2017,50726,NA,NA,0,50726,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0255KA3100","Mod of In-Svc Equip (LLDR)","A","Weapon System Cost","U",2015,NA,NA,16885,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0255KA3100","Mod of In-Svc Equip (LLDR)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,22314,NA,22314,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0255KA3100","Mod of In-Svc Equip (LLDR)","A","Weapon System Cost","U",2017,28058,NA,NA,0,28058,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","5726K99200","Computer Ballistics:  LHMBC XM32","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","5726K99200","Computer Ballistics:  LHMBC XM32","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,2601,12131,NA,14732,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","5726K99200","Computer Ballistics:  LHMBC XM32","A","Weapon System Cost","U",2017,5924,NA,NA,0,5924,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","7500K99300","Mortar Fire Control System","A","Weapon System Cost","U",2015,NA,NA,29040,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","7500K99300","Mortar Fire Control System","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,10075,NA,10075,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","7500K99300","Mortar Fire Control System","A","Weapon System Cost","U",2017,24903,NA,NA,2572,22331,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","8386BA5500","Counterfire Radars","A","Weapon System Cost","U",2015,NA,NA,154520,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","8386BA5500","Counterfire Radars","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,198379,NA,198379,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","8386BA5500","Counterfire Radars","A","Weapon System Cost","U",2017,314509,NA,NA,0,314509,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9060B28501","Fire Support C2 Family","A","Weapon System Cost","U",2015,NA,NA,13823,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9060B28501","Fire Support C2 Family","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,48,1190,NA,1238,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9060B28501","Fire Support C2 Family","A","Weapon System Cost","U",2017,8660,NA,NA,0,8660,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9266AD5070","AIR & MSL Defense Planning & Control Sys","A","Weapon System Cost","U",2015,NA,NA,27374,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9266AD5070","AIR & MSL Defense Planning & Control Sys","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,28176,NA,28176,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9266AD5070","AIR & MSL Defense Planning & Control Sys","A","Weapon System Cost","U",2017,124334,NA,NA,69958,54376,NA,NA,31,NA,NA,31,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9280BZ5075","IAMD Battle Command System","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9280BZ5075","IAMD Battle Command System","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,20917,NA,20917,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9280BZ5075","IAMD Battle Command System","A","Weapon System Cost","U",2017,204969,NA,NA,0,204969,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","U",2015,NA,NA,2508,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,5850,NA,5850,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","U",2017,4718,NA,NA,0,4718,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9705BA9301","Network Management Initialization and Service","A","Weapon System Cost","U",2015,NA,NA,21524,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9705BA9301","Network Management Initialization and Service","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,12738,NA,12738,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9705BA9301","Network Management Initialization and Service","A","Weapon System Cost","U",2017,11063,NA,NA,0,11063,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","U",2015,NA,NA,103055,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,252,125405,NA,125657,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","U",2017,151318,NA,NA,0,151318,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9875W30001","Global Combat Support System-Army (GCSS-A)","A","Weapon System Cost","U",2015,NA,NA,118600,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9875W30001","Global Combat Support System-Army (GCSS-A)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,146654,NA,146654,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9875W30001","Global Combat Support System-Army (GCSS-A)","A","Weapon System Cost","U",2017,155660,NA,NA,0,155660,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9921B66701","Integrated Personnel and Pay System-Army (IPP","A","Weapon System Cost","U",2015,NA,NA,16970,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9921B66701","Integrated Personnel and Pay System-Army (IPP","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,4446,NA,4446,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9921B66701","Integrated Personnel and Pay System-Army (IPP","A","Weapon System Cost","U",2017,4214,NA,NA,0,4214,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9966BZ9966","Reconnaissance and Surveying Instrument Set","A","Weapon System Cost","U",2015,NA,NA,10113,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9966BZ9966","Reconnaissance and Surveying Instrument Set","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,16218,NA,16218,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9966BZ9966","Reconnaissance and Surveying Instrument Set","A","Weapon System Cost","U",2017,16185,NA,NA,0,16185,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9971B99901","Mod of In-Svc Equipment (ENFIRE)","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9971B99901","Mod of In-Svc Equipment (ENFIRE)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1138,NA,1138,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9971B99901","Mod of In-Svc Equipment (ENFIRE)","A","Weapon System Cost","U",2017,1565,NA,NA,0,1565,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3001BE4169","Army Training Modernization","A","Weapon System Cost","U",2015,NA,NA,9015,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3001BE4169","Army Training Modernization","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,12089,NA,12089,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3001BE4169","Army Training Modernization","A","Weapon System Cost","U",2017,17693,NA,NA,0,17693,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","U",2015,NA,NA,134782,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,652,105775,NA,106427,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","U",2017,117860,NA,NA,9900,107960,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3004B55500","General Fund Enterprise Business Systems Fam","A","Weapon System Cost","U",2015,NA,NA,11081,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3004B55500","General Fund Enterprise Business Systems Fam","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,13540,NA,13540,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3004B55500","General Fund Enterprise Business Systems Fam","A","Weapon System Cost","U",2017,6416,NA,NA,0,6416,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3005B66501","High Perf Computing Mod Pgm (HPCMP)","A","Weapon System Cost","U",2015,NA,NA,65252,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3005B66501","High Perf Computing Mod Pgm (HPCMP)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,62319,NA,62319,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3005B66501","High Perf Computing Mod Pgm (HPCMP)","A","Weapon System Cost","U",2017,58614,NA,NA,0,58614,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3009B66001","Contract Writing System","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3009B66001","Contract Writing System","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3009B66001","Contract Writing System","A","Weapon System Cost","U",2017,986,NA,NA,0,986,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","9956BE4167","Reserve Component Automation Sys (RCAS)","A","Weapon System Cost","U",2015,NA,NA,17631,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","9956BE4167","Reserve Component Automation Sys (RCAS)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,17894,NA,17894,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","9956BE4167","Reserve Component Automation Sys (RCAS)","A","Weapon System Cost","U",2017,23828,NA,NA,0,23828,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","9993B68501","Tactical Digital Media","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","9993B68501","Tactical Digital Media","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","9993B68501","Tactical Digital Media","A","Weapon System Cost","U",2017,1191,NA,NA,0,1191,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","9998BL5300","Items Less Than $5M (Surveying Equipment)","A","Weapon System Cost","U",2015,NA,NA,5437,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","9998BL5300","Items Less Than $5M (Surveying Equipment)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,4242,NA,4242,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","9998BL5300","Items Less Than $5M (Surveying Equipment)","A","Weapon System Cost","U",2017,2091,NA,NA,96,1995,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","98","Elect Equip - Support","2716BF5400","Production Base Support (C-E)","A","Weapon System Cost","U",2015,NA,NA,426,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","98","Elect Equip - Support","2716BF5400","Production Base Support (C-E)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,425,NA,425,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","98","Elect Equip - Support","2716BF5400","Production Base Support (C-E)","A","Weapon System Cost","U",2017,403,NA,NA,0,403,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","98","Elect Equip - Support","2723B88801","BCT Emerging Technologies","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","98","Elect Equip - Support","2723B88801","BCT Emerging Technologies","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,7438,NA,7438,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","98","Elect Equip - Support","2723B88801","BCT Emerging Technologies","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","02","Communications and Electronics Equipment","99","Classified Programs","9999999999","Classified Programs","","","U",2015,NA,NA,4619,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","02","Communications and Electronics Equipment","99","Classified Programs","9999999999","Classified Programs","","","U",2016,NA,0,NA,NA,NA,0,6467,NA,6467,NA,NA,NA,0,0
"2035A","02","Communications and Electronics Equipment","99","Classified Programs","9999999999","Classified Programs","","","U",2017,4436,NA,NA,0,4436,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2205W01103","Protective Systems","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2205W01103","Protective Systems","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,248,NA,248,NA,NA,NA,0,0
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2205W01103","Protective Systems","A","Weapon System Cost","U",2017,2966,NA,NA,0,2966,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2224M11205","Family of Non-Lethal Equipment  (FNLE)","A","Weapon System Cost","U",2015,NA,NA,937,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2224M11205","Family of Non-Lethal Equipment  (FNLE)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1487,NA,1487,NA,NA,NA,0,0
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2224M11205","Family of Non-Lethal Equipment  (FNLE)","A","Weapon System Cost","U",2017,9795,NA,NA,0,9795,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2300M90101","Base Defense Systems (BDS)","A","Weapon System Cost","U",2015,NA,NA,21296,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2300M90101","Base Defense Systems (BDS)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,4035,0,NA,4035,NA,NA,NA,0,0
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","2300M90101","Base Defense Systems (BDS)","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","4516M01001","CBRN Defense","A","Weapon System Cost","U",2015,NA,NA,17468,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","4516M01001","CBRN Defense","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,26302,NA,26302,NA,NA,NA,0,0
"2035A","03","Other Support Equipment","10","Chemical Defensive Equipment","4516M01001","CBRN Defense","A","Weapon System Cost","U",2017,19763,NA,NA,1841,17922,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","03","Other Support Equipment","15","Bridging Equipment","2831MX0100","Tactical Bridging","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2035A","03","Other Support Equipment","15","Bridging Equipment","2831MX0100","Tactical Bridging","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,9822,NA,9822,NA,NA,NA,0,0
"2035A","03","Other Support Equipment","15","Bridging Equipment","2831MX0100","Tactical Bridging","A","Weapon System Cost","U",2017,39553,NA,NA,26000,13553,NA,NA,0,NA,NA,0,0,NA,NA
"2035A","03","Other Support Equipment","15","Bridging Equipment","3542MA8890","Tactical Bridge, Float-Ribbon","A","Weapon System Cost","U",2015,NA,NA,5442,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
