"","Referenced.IDV.PIID","PIID","Modification.Number","Transaction.Number","freq"
"55212","","FA252109C0034","P00001",0,1
"55213","","FA252109C0044","P00003",0,1
"55214","","FA252109C0044","P00002",0,1
"55215","","FA252109C0044","P00001",0,1
"55216","","FA252109C0044","P00005",0,1
"55217","","FA252109C0044","P00004",0,1
"55218","","FA252109C0045","P00001",0,1
"55219","FA283508D0001","1003","7",19,1
"55220","FA283508D0001","1003","8",19,1
"55221","FA462609D0001","1001","0",0,1
"55222","N4008008D0305","0822","0",0,1
"55223","N4008008D0305","0822","1",0,1
"55224","","FA252110C0016","0",0,1
"55225","","FA281609C0027","P00001",0,1
"55226","","FA282309C0013","P00001",0,1
"55227","","FA440709C0033","P00001",0,1
"55228","","FA441709C0010","P00002",0,1
"55229","","FA441709C0010","P00001",0,1
"55230","","FA448810C0007","0",0,1
"55231","GS10F0386K","FA449709F0105","P00002",0,1
"55232","","FA452809C3008","P00003",0,1
"55233","","FA460009C0043","P00004",0,1
"55234","","FA460009C0043","P00005",0,1
"55235","","FA460009C0043","P00002",0,1
"55236","","FA460009C0043","P00003",0,1
"55237","","FA460009C0043","P00001",0,1
"55238","","FA460009C0044","P00004",0,1
"55239","N4008008D0305","0821","0",0,1
"55240","FA930104D0025","0553","0",0,1
"55241","FA930104D0025","0452","2",0,1
"55242","","FA460009C0044","P00002",0,1
"55243","","FA460009C0044","P00001",0,1
"55244","","FA460009C0044","P00003",0,1
"55245","","FA460809C0017","P00006",0,1
"55246","","FA460809C0017","P00007",0,1
"55247","","FA460809C0017","P00004",0,1
"55248","","FA460809C0017","P00005",0,1
"55249","","FA460809C0021","P00001",0,1
"55250","GS07F7823C","FA460809FA049","P00001",0,1
"55251","","FA460810C0003","0",0,1
"55252","","FA460810C0003","P00002",0,1
"55253","","FA460810C0003","P00001",0,1
"55254","","FA461004C0004","P00117",0,1
"55255","","FA462609C0025","P00002",0,1
"55256","","FA462609C0025","P00003",0,1
"55257","","FA466109C0013","P00002",0,1
"55258","FA282304D0002","0290","1",0,1
"55259","FA282304D0002","0290","3",0,1
"55260","F4265003D0010","0287","2",0,1
"55261","","FA466109C0013","P00001",0,1
"55262","","FA468610C0017","0",0,1
"55263","","FA486110CA102","0",0,1
"55264","","FA524009C0016","P00002",0,1
"55265","","FA850109C0042","P00003",0,1
"55266","","FA860110C0028","0",0,1
"55267","","FA860110C0028","P00001",0,1
"55268","","FA860110C0029","0",0,1
"55269","","FA910109C0026","P00001",6,1
"55270","","FA910110C0014","0",6,1
"55271","FA860106D0007","0015","0",0,1
"55272","FA820107D0011","0015","3",0,1
"55273","FA820107D0011","0015","1",0,1
"55274","FA820107D0011","0015","2",0,1
"55275","FA300208D0003","0015","1",0,1
"55276","FA300208D0003","0015","4",0,1
"55277","FA300208D0003","0015","2",0,1
"55278","FA300208D0003","0015","3",0,1
"55279","FA820107D0011","0014","1",0,1
"55280","FA462007DB005","0013","7",0,1
"55281","FA462007DB005","0013","9",0,1
"55282","FA462007DB005","0013","6",0,1
"55283","FA462007DB005","0013","5",0,1
"55284","FA462007DB005","0013","4",0,1
"55285","FA462007DB005","0013","8",0,1
"55286","FA462007DB005","0013","3",0,1
"55287","FA860106D0007","0012","0",0,1
"55288","FA300208D0018","0011","0",0,1
"55289","W9128F07D0018","0010","1B",0,1
"55290","W9128F07D0018","0010","1D",0,1
"55291","W9128F07D0018","0010","0",0,1
"55292","W9128F07D0018","0010","1E",0,1
"55293","W9128F07D0018","0010","1A",0,1
"55294","W9128F07D0018","0010","1F",0,1
"55295","W9128F07D0018","0010","1C",0,1
"55296","FA461008D0006","0010","1",0,1
"55297","FA252109D0003","0009","0",0,1
"55298","W912DQ08D0064","0008","2",0,1
"55299","W912DQ08D0064","0008","1",0,1
"55300","FA462609D0001","0016","0",0,1
"55301","FA820107D0010","0016","3",0,1
"55302","FA820107D0010","0016","2",0,1
"55303","FA252109D0003","0017","0",0,1
"55304","FA910109D0030","0017","0",6,1
"55305","FA252106D0004","0018","1",0,1
"55306","FA282308D0009","0020","1",0,1
"55307","FA449706D0010","0021","5",0,1
"55308","FA481909D0003","0025","0",0,1
"55309","W912HN07D0025","0025","2",0,1
"55310","FA810108D0007","0027","0",0,1
"55311","FA282308D0009","0028","1",0,1
"55312","FA441709D0001","0029","0",0,1
"55313","FA462007DB009","0029","1",0,1
"55314","FA449708D0005","0032","2",0,1
"55315","FA449708D0005","0032","3",0,1
"55316","FA303008D0003","0037","2",0,1
"55317","FA303008D0003","0037","1",0,1
"55318","FA303008D0003","0037","4",0,1
"55319","FA481909D0003","0037","0",0,1
"55320","FA303008D0003","0043","2",0,1
"55321","FA860106D0007","0016","0",0,1
"55322","FA441709D0001","0017","1",0,1
"55323","FA441709D0001","0017","3",0,1
"55324","FA820107D0011","0017","1",0,1
"55325","FA810109D0005","0018","0",0,1
"55326","FA890306D8505","0019","2",1,1
"55327","FA890306D8505","0019","1",1,1
"55328","FA890306D8505","0019","1",6,1
"55329","FA890306D8505","0019","2",6,1
"55330","W9128F06D0014","0019","1P",0,1
"55331","W9128F06D0014","0019","1L",0,1
"55332","W9128F06D0014","0019","1G",0,1
"55333","W9128F06D0014","0019","2",0,1
"55334","W9128F06D0014","0019","1E",0,1
"55335","W9128F06D0014","0019","1H",0,1
"55336","W9128F06D0014","0019","1F",0,1
"55337","W9128F06D0014","0019","1K",0,1
"55338","W9128F06D0014","0019","1W",0,1
"55339","W9128F06D0014","0019","1J",0,1
"55340","W9128F06D0014","0019","1U",0,1
"55341","W9128F06D0014","0019","1Q",0,1
"55342","W9128F06D0014","0019","1B",0,1
"55343","W9128F06D0014","0019","1M",0,1
"55344","W9128F06D0014","0019","1N",0,1
"55345","W9128F06D0014","0019","1X",0,1
"55346","W9128F06D0014","0019","1C",0,1
"55347","W9128F06D0014","0019","1A",0,1
"55348","W9128F06D0014","0019","1R",0,1
"55349","W9128F06D0014","0019","1V",0,1
"55350","W9128F06D0014","0019","1S",0,1
"55351","W9128F06D0014","0019","1",0,1
"55352","W9128F06D0014","0019","1D",0,1
"55353","W9128F06D0014","0019","1T",0,1
"55354","FA252106D0004","0020","1",0,1
"55355","W911RZ06D0021","SX26","0",0,1
"55356","W912J608D0009","TN01","2",0,1
"55357","W912J608D0009","TN01","1",0,1
"55358","W912J608D0009","TN01","3",0,1
"55359","W912J608D0012","TN01","1",0,1
"55360","W911RZ06D0021","SX25","0",0,1
"55361","FA254305D0002","T121","3",0,1
"55362","FA254305D0002","T121","2",0,1
"55363","FA254305D0002","T121","1",0,1
"55364","W912J608D0002","TN01","1",0,1
"55365","W912J608D0012","TN02","3",0,1
"55366","W912J608D0012","TN02","2",0,1
"55367","W912J608D0012","TN02","8",0,1
"55368","W912J608D0012","TN02","1",0,1
"55369","FA481909D0003","0053","0",0,1
"55370","FA461005D0003","0071","2",0,1
"55371","FA461005D0003","0096","0",0,1
"55372","FA461004D0014","0097","3",0,1
"55373","FA461004D0014","0097","1",0,1
"55374","FA461005D0003","0099","0",0,1
"55375","FA850104D0010","0109","2",0,1
"55376","W912DY05D0014","0116","5",0,1
"55377","W912DY05D0014","0116","4",0,1
"55378","FA930106D0010","0118","1",0,1
"55379","FA850104D0010","0111","1",0,1
"55380","FA461004D0014","0102","1",0,1
"55381","FA489706D3005","0099","0",0,1
"55382","FA461004D0014","0099","1",0,1
"55383","FA461004D0014","0099","2",0,1
"55384","FA461004D0014","0099","3",0,1
"55385","FA461005D0003","0091","0",0,1
"55386","W9128F08D0030","0001","2",0,1
"55387","W912DQ09D4015","0001","0",0,1
"55388","W912DQ09D4015","0001","1",0,1
"55389","W912DQ09D4016","0001","0",0,1
"55390","FA441609D0005","0002","1",0,1
"55391","FA466109D0007","0002","0",0,1
"55392","FA524009D0001","0002","2",0,1
"55393","W9128F09D0006","0002","1E",0,1
"55394","W9128F09D0006","0002","1D",0,1
"55395","W9128F09D0006","0002","1C",0,1
"55396","W9128F09D0006","0002","1B",0,1
"55397","W9128F09D0006","0002","1A",0,1
"55398","W912DQ09D4015","0002","0",0,1
"55399","FA282305D0006","0034","0",0,1
"55400","FA302207D0002","0034","0",0,1
"55401","FA302207D0002","0034","3",0,1
"55402","FA810108D0013","0036","0",0,1
"55403","FA481909D0003","0038","0",0,1
"55404","N4008006D0498","0038","0",0,1
"55405","N4008006D0498","0038","1",0,1
"55406","W912DR06D0010","0055","0",0,1
"55407","FA481909D0003","0057","0",0,1
"55408","FA461005D0003","0088","0",0,1
"55409","FA461005D0003","0095","0",0,1
"55410","FA461004D0014","0101","2",0,1
"55411","FA461004D0014","0101","1",0,1
"55412","FA461004D0014","0101","3",0,1
"55413","","W9128F09C0025","A00008",0,1
"55414","","W9128F09C0025","A00009",0,1
"55415","","W9128F09C0025","A00005",0,1
"55416","","W9128F09C0025","A00004",0,1
"55417","","W9128F09C0025","A00003",0,1
"55418","","W9128F09C0025","A00002",0,1
"55419","","W9128F09C0025","A00006",0,1
"55420","","W9128F09C0025","A00007",0,1
"55421","","W912DQ09C4014","P00009",0,1
"55422","FA524009D0001","0008","2",0,1
"55423","FA524009D0001","0008","3",0,1
"55424","FA486109DA012","0008","0",0,1
"55425","W9128A08D0003","0007","0",0,1
"55426","FA252108D0049","0007","2",0,1
"55427","FA462609D0001","0006","2",0,1
"55428","FA462609D0001","0006","1",0,1
"55429","FA462609D0001","0006","4",0,1
"55430","FA524009D0001","0005","2",0,1
"55431","FA524009D0001","0005","3",0,1
"55432","FA486109DA012","0005","0",0,1
"55433","W911KB05D0012","0004","3",0,1
"55434","FA461010D0007","0004","0",0,1
"55435","FA461010D0007","0004","1",0,1
"55436","W912PL08D0078","0003","1",0,1
"55437","FA489006D0008","0001","2",6,1
"55438","FA489006D0008","0001","4",6,1
"55439","FA489006D0008","0001","3",6,1
"55440","FA489006D0008","0001","1",6,1
"55441","W9128F08D0029","0001","1G",0,1
"55442","W9128F08D0029","0001","1D",0,1
"55443","W9128F08D0029","0001","1A",0,1
"55444","W9128F08D0029","0001","1E",0,1
"55445","W9128F08D0029","0001","1B",0,1
"55446","W9128F08D0029","0001","1H",0,1
"55447","W9128F08D0029","0001","1C",0,1
"55448","W9128F08D0029","0001","1",0,1
"55449","W9128F08D0029","0001","1F",0,1
"55450","W912PL09D0072","0001","1",0,1
"55451","FA300208D0017","0002","0",0,1
"55452","FA300208D0017","0002","2",0,1
"55453","FA441810D0001","0002","1",0,1
"55454","N6247310D5479","0002","0",0,1
"55455","N6247310D5479","0002","1",0,1
"55456","","W912PP10P0113","0",0,1
"55457","N6247309D1603","0002","2",0,1
"55458","N6247309D1603","0002","3",0,1
"55459","N6247309D1603","0002","4",0,1
"55460","N6247309D1603","0002","5",0,1
"55461","N6247309D1603","0002","6",0,1
"55462","N6247309D1603","0002","7",0,1
"55463","W912PL10D0015","0001","0",0,1
"55464","W912PL10D0001","0001","1",0,1
"55465","W912PL10D0001","0001","0",0,1
"55466","W912PL10D0001","0001","2",0,1
"55467","W912PL09D0018","0002","1",0,1
"55468","FA462609D0002","0003","4",0,1
"55469","FA524009D0001","0003","3",0,1
"55470","N6871105D4002","0003","11",0,1
"55471","N6871105D4002","0003","10",0,1
"55472","N6871105D4002","0003","3",0,1
"55473","N6871105D4002","0003","4",0,1
"55474","N6871105D4002","0003","5",0,1
"55475","N6871105D4002","0003","6",0,1
"55476","N6871105D4002","0003","7",0,1
"55477","N6871105D4002","0003","8",0,1
"55478","N6871105D4002","0003","9",0,1
"55479","W912BU09G0019","0003","0",0,1
"55480","W912BV08D2050","0003","1",0,1
"55481","W912BV08D2050","0003","2",0,1
"55482","W912BV08D2050","0003","3",0,1
"55483","W912BV08D2050","0003","4",0,1
"55484","","W912DW09C0030","A00016",0,1
"55485","","W912DW09C0030","A00023",0,1
"55486","","W912DW09C0030","P00003",0,1
"55487","FA252108D0049","0004","1",0,1
"55488","FA309908D0004","0004","4",0,1
"55489","FA524008D0002","0004","0",0,1
"55490","FA524009D0001","0004","3",0,1
"55491","FA524009D0001","0004","2",0,1
"55492","","W912DW09C0030","A00018",0,1
"55493","","W912DW09C0030","A00027",0,1
"55494","","W912DW09C0030","A00010",0,1
"55495","","W912DW09C0030","A00003",0,1
"55496","","W912DW09C0030","A00006",0,1
"55497","","W912DW09C0030","A00021",0,1
"55498","","W912DW09C0030","A00017",0,1
"55499","","W912DW09C0030","A00008",0,1
"55500","","W912DW09C0030","A00011",0,1
"55501","","W912DW09C0030","A00007",0,1
"55502","","W912DW09C0030","A00002",0,1
"55503","","W912DW09C0030","A00022",0,1
"55504","","W912DW09C0030","A00024",0,1
"55505","","W912DW09C0030","A00020",0,1
"55506","","W912DW09C0030","A00026",0,1
"55507","","W912DW09C0030","A00005",0,1
"55508","","W912DW09C0030","P00002",0,1
"55509","","W912DW09C0030","A00013",0,1
"55510","","W912DW09C0030","P00001",0,1
"55511","","W912DW09C0030","P00004",0,1
"55512","","W912DW09C0030","A00025",0,1
"55513","","W912DW09C0030","A00014",0,1
"55514","","W912DW09C0030","A00001",0,1
"55515","","W912DW09C0030","A00019",0,1
"55516","","W912DW09C0030","A00015",0,1
"55517","","W912DW09C0030","A00012",0,1
"55518","","W912DW09C0030","A00009",0,1
"55519","","W912DW09C0030","A00004",0,1
"55520","FA300208D0014","0005","1",0,1
"55521","FA300208D0014","0005","2",0,1
"55522","FA300208D0014","0005","3",0,1
"55523","FA309908D0004","0005","4",0,1
"55524","FA309908D0004","0005","3",0,1
"55525","FA524008D0002","0005","0",0,1
"55526","FA524008D0002","0005","1",0,1
"55527","W912PL08D0042","0003","1",0,1
"55528","W912PL08D0063","0003","3",0,1
"55529","W912PL08D0063","0003","8",0,1
"55530","W912PL08D0063","0003","5",0,1
"55531","W912PL08D0063","0003","2",0,1
"55532","W912PL08D0063","0003","4",0,1
"55533","FA308907D0002","0004","4",0,1
"55534","FA308907D0002","0004","2",0,1
"55535","FA308907D0002","0004","3",0,1
"55536","W9123808D0007","0004","1A",0,1
"55537","W9128A09D0015","0004","0",0,1
"55538","W9128F04D0021","0004","1J",0,1
"55539","W9128F04D0021","0004","1E",0,1
"55540","W9128F04D0021","0004","1H",0,1
"55541","W9128F04D0021","0004","1F",0,1
"55542","W9128F04D0021","0004","1B",0,1
"55543","W9128F04D0021","0004","1G",0,1
"55544","W9128F04D0021","0004","1",0,1
"55545","W9128F04D0021","0004","1A",0,1
"55546","W9128F04D0021","0004","1D",0,1
"55547","W9128F04D0021","0004","1C",0,1
"55548","FA252108D0049","0005","2",0,1
"55549","W912DQ08D0064","0005","2",0,1
"55550","W912DQ08D0064","0005","1",0,1
"55551","W912DQ08D0064","0005","4",0,1
"55552","W912DQ08D0064","0005","3",0,1
"55553","W912DQ08D0064","0005","5",0,1
"55554","FA309906D0003","0006","1",0,1
"55555","FA309908D0004","0006","4",0,1
"55556","","W912PP09C0024","A00004",0,1
"55557","","W912PP09C0024","A00003",0,1
"55558","","W912PP09C0024","P00001",0,1
"55559","","W912PP09C0024","A00001",0,1
"55560","","W912PP09C0024","A00002",0,1
"55561","","W912PP09C0024","P00002",0,1
"55562","FA461005D0003","0084","1",0,1
"55563","FA461005D0003","0084","0",0,1
"55564","FA465905DC002","0076","2",0,1
"55565","FA465905DC002","0076","1",0,1
"55566","W912HN07D0019","0043","1",0,1
"55567","FA481909D0003","0036","0",0,1
"55568","FA282308D0009","0036","1",0,1
"55569","FA282308D0009","0032","1",0,1
"55570","FA252107D0008","0027","2",0,1
"55571","W912HN07D0025","0026","2",0,1
"55572","W912HN07D0025","0026","3",0,1
"55573","FA282308D0009","0024","1",0,1
"55574","FA481909D0003","0023","0",0,1
"55575","FA441709D0001","0023","0",0,1
"55576","FA524009D0001","0021","0",0,1
"55577","","W912DW09C0010","A00013",0,1
"55578","","W912DW09C0010","A00009",0,1
"55579","","W912DW09C0010","A00007",0,1
"55580","","W912DW09C0010","A00011",0,1
"55581","","W912DW09C0010","A00012",0,1
"55582","","W912DW09C0010","A00006",0,1
"55583","","W912DW09C0010","A00010",0,1
"55584","","W912DW09C0010","A00008",0,1
"55585","","W912DW09C0029","A00013",0,1
"55586","","W912DW09C0029","A00009",0,1
"55587","","W912DW09C0029","A00018",0,1
"55588","","W912DW09C0029","A00011",0,1
"55589","","W912DW09C0029","A00003",0,1
"55590","","W912DW09C0029","A00008",0,1
"55591","","W912DW09C0029","A00016",0,1
"55592","","W912DW09C0029","A00017",0,1
"55593","","W912DW09C0029","A00015",0,1
"55594","","W912DW09C0029","A00005",0,1
"55595","","W912DW09C0029","A00019",0,1
"55596","","W912DW09C0029","A00014",0,1
"55597","","W912DW09C0029","A00006",0,1
"55598","","W912DW09C0029","A00012",0,1
"55599","","W912DW09C0029","A00004",0,1
"55600","FA462609D0002","0006","2",0,1
"55601","FA462609D0002","0006","3",0,1
"55602","FA524008D0002","0006","0",0,1
"55603","","W912DW09C0029","A00001",0,1
"55604","","W912DW09C0029","A00007",0,1
"55605","","W912DW09C0029","A00010",0,1
"55606","","W912DW09C0029","A00002",0,1
"55607","W9126G09D0022","0006","3",0,1
"55608","FA524009D0001","0007","3",0,1
"55609","W9126G09D0022","0007","1",0,1
"55610","FA252108D0049","0008","1",0,1
"55611","FA486109DA012","0006","0",0,1
"55612","W9128F06D0012","0006","1B",0,1
"55613","W9128F06D0012","0006","1A",0,1
"55614","FA252109D0003","0007","0",0,1
"55615","FA486109DA012","0007","0",0,1
"55616","W912DY09D0038","0007","1",0,1
"55617","W912DY09D0038","0007","0",0,1
"55618","FA252109D0003","0008","0",0,1
"55619","FA254305D0002","T106","1",0,1
"55620","FA254305D0002","T102","1",0,1
"55621","","FA860110C0030","0",0,1
"55622","","FA860110C0030","P00002",0,1
"55623","","FA860110C0030","P00001",0,1
"55624","","FA860110C0027","0",0,1
"55625","","FA820109C0043","P00002",0,1
"55626","","FA521509C0015","P00001",0,1
"55627","","FA500410CC001","0",0,1
"55628","","FA500409PC001","P00003",0,1
"55629","","FA487710CC001","P00001",0,1
"55630","","FA487710CC001","0",0,1
"55631","","FA487710CC001","P00002",0,1
"55632","","FA487709CC001","P00001",0,1
"55633","","FA485509C0007","P00001",0,1
"55634","","FA485509C0007","P00002",0,1
"55635","","FA480909CC003","P00004",0,1
"55636","","FA480909CC003","P00005",0,1
"55637","","FA480909CC003","P00003",0,1
"55638","","FA480909CC002","P00006",0,1
"55639","","FA480909CC002","P00007",0,1
"55640","","FA480909CC002","P00004",0,1
"55641","","FA480909CC002","P00005",0,1
"55642","","FA480309C0023","P00001",0,1
"55643","","FA468610C0016","0",0,1
"55644","","FA465909CC002","P00001",0,1
"55645","","FA462610P0003","0",0,1
"55646","","FA462610P0003","P00001",0,1
"55647","","FA462609C0027","P00001",0,1
"55648","","FA462609C0027","P00002",0,1
"55649","","FA462609C0020","P00002",0,1
"55650","","FA462609C0020","P00001",0,1
"55651","","FA462609C0020","P00006",0,1
"55652","","FA462609C0020","P00003",0,1
"55653","","FA462609C0020","P00004",0,1
"55654","","FA462609C0020","P00005",0,1
"55655","","FA462609C0019","P00001",0,1
"55656","","FA462609C0019","P00002",0,1
"55657","","FA462609C0017","P00004",0,1
"55658","","FA462609C0017","P00005",0,1
"55659","","FA462609C0012","P00001",0,1
"55660","","FA462609C0011","P00002",0,1
"55661","","FA461309C0022","P00001",0,1
"55662","","FA461309C0022","P00002",0,1
"55663","","FA461309C0011","P00003",0,1
"55664","","FA461010P0107","0",0,1
"55665","","FA460809C0019","P00002",0,1
"55666","","FA460809C0018","P00003",0,1
"55667","","FA460809C0018","P00002",0,1
"55668","","FA460009C0042","P00002",0,1
"55669","","FA460009C0039","P00002",0,1
"55670","","FA460009C0039","P00001",0,1
"55671","","FA460009C0034","P00004",0,1
"55672","","FA460009C0029","P00001",0,1
"55673","","FA441709C0009","P00002",0,1
"55674","","FA441709C0007","P00001",0,1
"55675","","FA441709C0007","P00002",0,1
"55676","","FA308909C0010","P00001",0,1
"55677","","FA282310C3001","0",0,1
"55678","","FA282309C0009","P00001",0,1
"55679","","FA252109C0042","P00001",0,1
"55680","","FA252109C0042","P00002",0,1
"55681","","FA251706C8001","P00187",12,1
"55682","FA462007DB003","F511","0",0,1
"55683","FA462007DB001","F510","0",0,1
"55684","FA460807D0002","9247","2",0,1
"55685","FA460807D0002","9247","1",0,1
"55686","FA460807D0002","9247","0",0,1
"55687","FA460807D0002","9230","0",0,1
"55688","FA460807D0002","9230","1",0,1
"55689","FA460807D0002","9230","2",0,1
"55690","FA460807D0002","9186","0",0,1
"55691","FA460807D0002","9143","1",0,1
"55692","FA460807D0002","9100","1",0,1
"55693","FA460807D0002","9100","2",0,1
"55694","FA462505D0003","8202","1",0,1
"55695","FA462505D0003","8173","3",0,1
"55696","FA469007DK101","5907","2",0,1
"55697","FA469007DK101","5907","4",0,1
"55698","FA469007DK101","5907","5",0,1
"55699","FA469007DK101","5907","3",0,1
"55700","FA469007DK100","5902","1",0,1
"55701","F2965000D0002","5747","1",0,1
"55702","F2965000D0002","5745","0",0,1
"55703","F2965000D0002","5742","0",0,1
"55704","F2965000D0002","5600","2",0,1
"55705","F2965000D0002","5600","4",0,1
"55706","FA440704D0009","5503","2",0,1
"55707","FA521506D0001","5300","1",0,1
"55708","FA860107D0008","5291","2",0,1
"55709","FA860107D0008","5288","5",0,1
"55710","FA254305D0004","5095","3",0,1
"55711","FA254305D0004","5095","2",0,1
"55712","FA254305D0004","5088","2",0,1
"55713","FA254305D0004","5087","2",0,1
"55714","FA251705D5001","5064","0",0,1
"55715","FA480906DC004","5057","12",0,1
"55716","FA480906DC004","5057","5",0,1
"55717","FA480906DC004","5057","9",0,1
"55718","FA480906DC004","5057","8",0,1
"55719","FA480906DC004","5057","10",0,1
"55720","FA480906DC004","5057","7",0,1
"55721","FA480906DC004","5057","11",0,1
"55722","FA480906DC004","5057","3",0,1
"55723","FA480906DC004","5057","4",0,1
"55724","FA480906DC004","5057","6",0,1
"55725","FA850107D0006","5056","1",0,1
"55726","FA480906DC004","5055","2",0,1
"55727","FA480906DC004","5055","3",0,1
"55728","FA850107D0004","5049","1",0,1
"55729","FA302009D0004","5020","0",0,1
"55730","FA302009D0004","5020","2",0,1
"55731","FA302009D0004","5020","1",0,1
"55732","FA446007D0007","5016","2",0,1
"55733","FA446007D0007","5016","1",0,1
"55734","FA441706D0002","5015","1",0,1
"55735","FA500409DC002","5010","1",0,1
"55736","FA302007D0004","5010","5",0,1
"55737","FA302007D0004","5010","9",0,1
"55738","FA302007D0004","5010","3",0,1
"55739","FA302007D0004","5010","4",0,1
"55740","FA302007D0004","5010","10",0,1
"55741","FA302007D0004","5010","7",0,1
"55742","FA302007D0004","5010","6",0,1
"55743","FA302007D0004","5010","8",0,1
"55744","FA446007D0015","5007","3",0,1
"55745","FA446007D0015","5007","2",0,1
"55746","FA302007D0009","5005","1",0,1
"55747","FA302007D0009","5005","2",0,1
"55748","FA500409DC001","5004","1",0,1
"55749","FA448407D0013","5004","2",0,1
"55750","FA448407D0013","5004","1",0,1
"55751","FA521509D0004","5000","5",0,1
"55752","FA521509D0004","5000","1",0,1
"55753","FA521509D0004","5000","2",0,1
"55754","FA300208D0001","4005","1",0,1
"55755","FA283508D0001","2004","0",19,1
"55756","FA283508D0001","2001","1",19,1
"55757","FA283508D0001","2001","0",19,1
"55758","FA283508D0001","1053","2",18,1
"55759","FA283508D0001","1053","3",18,1
"55760","FA283508D0001","1053","0",18,1
"55761","FA283508D0001","1009","4",19,1
"55762","FA283508D0001","1005","5",19,1
"55763","FA283508D0001","1005","4",19,1
"55764","FA283508D0001","1005","3",19,1
"55765","FA930104D0025","0480","1",0,1
"55766","FA930104D0025","0453","2",0,1
"55767","FA282304D0002","0293","2",0,1
"55768","FA282304D0002","0293","1",0,1
"55769","FA282304D0002","0286","1",0,1
"55770","FA282304D0002","0284","2",0,1
"55771","FA282304D0002","0284","3",0,1
"55772","FA481905D4004","0211","1",0,1
"55773","FA461004D0016","0205","1",0,1
"55774","FA461004D0016","0204","1",0,1
"55775","N6871105D4012","0020","12",0,1
"55776","N6871105D4012","0020","4",0,1
"55777","N6871105D4012","0020","10",0,1
"55778","N6871105D4012","0020","9",0,1
"55779","N6871105D4012","0020","5",0,1
"55780","N6871105D4012","0020","7",0,1
"55781","N6871105D4012","0020","3",0,1
"55782","N6871105D4012","0020","8",0,1
"55783","N6871105D4012","0020","6",0,1
"55784","FA461008D0006","0019","1",0,1
"55785","W912HN07D0027","0018","2",0,1
"55786","W912HN07D0027","0018","3",0,1
"55787","FA820107D0010","0017","1",0,1
"55788","FA820107D0010","0017","2",0,1
"55789","FA252108D0049","0017","0",0,1
"55790","W9128F06D0014","0016","1A",0,1
"55791","W9128F06D0014","0016","1D",0,1
"55792","W9128F06D0014","0016","1B",0,1
"55793","W9128F06D0014","0016","1C",0,1
"55794","FA461008D0006","0016","3",0,1
"55795","FA461008D0006","0016","2",0,1
"55796","FA300208D0012","0016","3",0,1
"55797","FA300208D0012","0016","2",0,1
"55798","FA300208D0012","0016","4",0,1
"55799","W9128F06D0014","0015","1B",0,1
"55800","W9128F06D0014","0015","1D",0,1
"55801","W9128F06D0014","0015","1A",0,1
"55802","W9128F06D0014","0015","1C",0,1
"55803","FA860106D0007","0014","0",0,1
"55804","FA860106D0007","0013","0",0,1
"55805","FA452806A0002","0013","0",0,1
"55806","FA910109D0030","0012","0",6,1
"55807","FA860109D0014","0011","0",0,1
"55808","FA860109D0014","0009","2",0,1
"55809","FA860109D0014","0009","0",0,1
"55810","FA441609D0005","0009","2",0,1
"55811","","FA910110C0013","0",6,1
"55812","","FA910110C0008","P00001",6,1
"55813","","FA910110C0008","0",6,1
"55814","FA441609D0005","0010","1",0,1
"55815","FA282308D0015","0011","1",0,1
"55816","FA300208D0012","0011","9",0,1
"55817","FA865009D2923","0009","0",4,1
"55818","","FA890310C8100","0",1,1
"55819","","FA851910C0005","P00002",6,1
"55820","FA865004D5711","0017","0",4,1
"55821","FA865009D2922","0005","0",4,1
"55822","FA865008D2806","0019","5",4,1
"55823","FA865009D2929","0003","2",4,1
"55824","FA865009D2929","0003","1",4,1
"55825","FA865009D2924","0003","1",4,1
"55826","FA865009D2924","0003","2",4,1
"55827","","FA851910C0005","0",6,1
"55828","","FA851910C0005","P00001",6,1
"55829","FA664308D0003","5H01","1",0,1
"55830","FA664308D0003","5H01","0",0,1
"55831","W912KC04D0004","0015","4",0,1
"55832","W912JF09D0003","0004","0",0,1
"55833","W912LP05D0001","0020","1",0,1
"55834","","W912LP09C0003","P00007",0,1
"55835","","W912LP09C0003","P00005",0,1
"55836","","W912LP09C0003","P00004",0,1
"55837","","W912JF09P0085","P00002",0,1
"55838","","W912KC09C0020","P00001",0,1
"55839","","W912LP09C0003","P00003",0,1
"55840","W9124209D0015","D020","0",0,1
"55841","","W912LP09C0003","P00002",0,1
"55842","","W911YP09C0015","P00001",0,1
"55843","","W912KC09C0020","P00002",0,1
"55844","W912JF09D0003","0002","5",0,1
"55845","W912JF09D0003","0002","4",0,1
"55846","W912JF09D0003","0002","3",0,1
"55847","","W912JA09C0013","A00001",0,1
"55848","W9124209D0013","N906","0",0,1
"55849","","W912JA09C0013","P00001",0,1
"55850","","W912JA09C0013","A00002",0,1
"55851","W912JF09D0003","0002","2",0,1
"55852","","W90FYQ10C0001","0",0,1
"55853","W912LP05D0001","0020","3",0,1
"55854","W912LP05D0001","0020","2",0,1
"55855","W90FYQ10D0007","9A52","0",0,1
"55856","N0017808D5503","JM01","1",0,1
"55857","N6246705D0181","0005","0",0,1
"55858","W912L205D0007","0003","3",0,1
"55859","W912L205D0007","0003","1",0,1
"55860","W9124209D0002","S901","4",0,1
"55861","W9124209D0002","S901","3",0,1
"55862","W9124209D0002","S901","5",0,1
