"","Referenced.IDV.PIID","PIID","Modification.Number","Transaction.Number","freq"
"18432","GS30FR0007","GSRPNNCW4749","0",0,1
"18433","GS30FR0007","GSRPNNCW4769","0",0,1
"18434","GS30FR0007","GSRPNNCW4809","0",0,1
"18435","GS30FR0007","GSRPNNCW4849","0",0,1
"18436","GS30FR0007","GSRPNNCW4859","0",0,1
"18437","GS30FR0007","GSRPNNCW4879","0",0,1
"18438","GS30FR0007","GSRPNNCW4889","0",0,1
"18439","GS30FR0007","GSRPNNCW4909","0",0,1
"18440","GS30FR0007","GSRPNNCW4939","0",0,1
"18441","GS30FR0007","GSRPNNCW4959","0",0,1
"18442","GS30FR0007","GSRPNNCW4969","0",0,1
"18443","GS30FR0007","GSRPNNCW4979","0",0,1
"18444","GS30FR0007","GSRPNNCW5019","0",0,1
"18445","GS30FR0007","GSRPNNCW5029","0",0,1
"18446","GS30FR0007","GSRPNNCW5039","0",0,1
"18447","GS30FR0007","GSRPNNCW5099","0",0,1
"18448","GS30FR0007","GSRPNNCW5119","0",0,1
"18449","GS30FR0007","GSRPNNCW5129","0",0,1
"18450","GS30FR0007","GSRPNNCW5169","0",0,1
"18451","GS30FR0007","GSRPNNCW5179","0",0,1
"18452","GS30FR0007","GSRPNNCW5199","0",0,1
"18453","GS30FR0007","GSRPNNCW5209","0",0,1
"18454","GS30FR0007","GSRPNNCW5219","0",0,1
"18455","GS30FR0007","GSRPNNCW5229","0",0,1
"18456","GS30FR0007","GSRPNNCW5329","0",0,1
"18457","GS30FR0006","GSRPNNCW5399","0",0,1
"18458","GS30FR0006","GSRPNNCW5409","0",0,1
"18459","GS30FR0005","GSRPNNCW5419","0",0,1
"18460","GS30FR0005","GSRPNNCW5449","0",0,1
"18461","GS30FR0005","GSRPNNCW5459","0",0,1
"18462","GS30FR0005","GSRPNNCW5469","0",0,1
"18463","GS30FR0005","GSRPNNCW5479","0",0,1
"18464","GS30FR0005","GSRPNNCW5559","0",0,1
"18465","GS30FR0005","GSRPNNCW5579","0",0,1
"18466","GS30FR0005","GSRPNNCW5639","0",0,1
"18467","GS30FR0007","GSRPNNCW5699","0",0,1
"18468","GS30FR0007","GSRPNNCW5759","0",0,1
"18469","GS30FR0006","GSRPNNCW5799","0",0,1
"18470","GS30FR0007","GSRPNNCW5809","0",0,1
"18471","GS30FR0006","GSRPNNCW5899","0",0,1
"18472","GS30FR0006","GSRPNNCW5909","0",0,1
"18473","GS30FR0006","GSRPNNCW5959","0",0,1
"18474","GS30FR0006","GSRPNNCW5969","0",0,1
"18475","GS30FR0006","GSRPNNCW5979","0",0,1
"18476","GS30FR0006","GSRPNNCW6019","0",0,1
"18477","GS30FR0006","GSRPNNCW6089","0",0,1
"18478","GS30FR0006","GSRPNNCW6159","0",0,1
"18479","GS30FR0006","GSRPNNCW6179","0",0,1
"18480","GS30FR0006","GSRPNNCW6189","0",0,1
"18481","GS30FR0006","GSRPNNCW6199","0",0,1
"18482","GS30FR0006","GSRPNNCW6229","0",0,1
"18483","GS30FR0006","GSRPNNCW6239","0",0,1
"18484","GS30FR0006","GSRPNNCW6289","0",0,1
"18485","GS30FR0006","GSRPNNCW6349","0",0,1
"18486","GS30FR0006","GSRPNNCW6379","0",0,1
"18487","GS30FR0007","GSRPNNCW6409","0",0,1
"18488","GS30FR0005","GSRPNNCW6469","0",0,1
"18489","GS30FR0005","GSRPNNCW6479","0",0,1
"18490","GS30FR0006","GSRPNNCW6529","0",0,1
"18491","GS30FR0006","GSRPNNCW6589","0",0,1
"18492","GS30FR0005","GSRPNNCW6599","0",0,1
"18493","GS30FR0005","GSRPNNCW6609","0",0,1
"18494","GS30FR0005","GSRPNNCW6619","0",0,1
"18495","GS30FR0006","GSRPNNCW6729","0",0,1
"18496","GS30FR0005","GSRPNNCW6749","0",0,1
"18497","GS30FR0005","GSRPNNCW6759","0",0,1
"18498","GS30FR0005","GSRPNNCW6799","0",0,1
"18499","GS30FR0006","GSRPNNCW6849","0",0,1
"18500","GS30FR0005","GSRPNNCW6879","0",0,1
"18501","GS30FR0006","GSRPNNCW6919","0",0,1
"18502","GS30FR0005","GSRPNNCW6949","0",0,1
"18503","GS30FR0006","GSRPNNCW6959","0",0,1
"18504","GS30FR0005","GSRPNNCW6969","0",0,1
"18505","GS30FR0005","GSRPNNCW6979","0",0,1
"18506","GS30FR0005","GSRPNNCW6999","0",0,1
"18507","GS30FR0005","GSRPNNCW7029","0",0,1
"18508","GS30FR0005","GSRPNNCW7049","0",0,1
"18509","GS30FR0005","GSRPNNCW7129","0",0,1
"18510","GS30FR0006","GSRPNNCW7149","0",0,1
"18511","GS30FR0005","GSRPNNCW7169","0",0,1
"18512","GS30FR0005","GSRPNNCW7189","0",0,1
"18513","GS30FR0005","GSRPNNCW7199","0",0,1
"18514","GS30FR0006","GSRPNNCW7209","0",0,1
"18515","GS30FR0006","GSRPNNCW7239","0",0,1
"18516","GS30FR0006","GSRPNNCW7249","0",0,1
"18517","GS30FR0006","GSRPNNCW7279","0",0,1
"18518","GS30FR0005","GSRPNNCW7299","0",0,1
"18519","GS30FR0005","GSRPNNCW7309","0",0,1
"18520","GS30FR0005","GSRPNNCW7329","0",0,1
"18521","GS30FR0005","GSRPNNCW7379","0",0,1
"18522","GS30FR0005","GSRPNNCW7389","0",0,1
"18523","GS30FR0006","GSRPNNCW7399","0",0,1
"18524","GS30FR0006","GSRPNNCW7399","9160",0,1
"18525","GS30FR0006","GSRPNNCW7409","0",0,1
"18526","GS30FR0005","GSRPNNCW7419","0",0,1
"18527","GS30FR0006","GSRPNNCW7449","0",0,1
"18528","GS30FR0006","GSRPNNCW7479","0",0,1
"18529","GS30FR0006","GSRPNNCW7509","0",0,1
"18530","GS30FR0006","GSRPNNCW7539","0",0,1
"18531","GS30FR0006","GSRPNNCW7559","0",0,1
"18532","GS30FR0006","GSRPNNCW7609","0",0,1
"18533","GS30FR0006","GSRPNNCW7619","0",0,1
"18534","GS30FR0006","GSRPNNCW7659","0",0,1
"18535","GS30FR0006","GSRPNNCW7669","0",0,1
"18536","GS30FR0005","GSRPNNCW7749","9161",0,1
"18537","GS30FR0005","GSRPNNCW7749","0",0,1
"18538","GS30FR0005","GSRPNNCW7759","9161",0,1
"18539","GS30FR0005","GSRPNNCW7759","0",0,1
"18540","GS30FR0005","GSRPNNCW7789","9161",0,1
"18541","GS30FR0005","GSRPNNCW7789","0",0,1
"18542","GS30FR0005","GSRPNNCW7829","9161",0,1
"18543","GS30FR0005","GSRPNNCW7829","0",0,1
"18544","GS30FR0005","GSRPNNCW7839","9161",0,1
"18545","GS30FR0005","GSRPNNCW7839","0",0,1
"18546","GS30FR0005","GSRPNNCW7849","9161",0,1
"18547","GS30FR0005","GSRPNNCW7849","0",0,1
"18548","GS30FR0005","GSRPNNCW7889","9161",0,1
"18549","GS30FR0005","GSRPNNCW7889","0",0,1
"18550","GS30FR0005","GSRPNNCW7939","9161",0,1
"18551","GS30FR0005","GSRPNNCW7939","0",0,1
"18552","GS30FR0005","GSRPNNCW7969","9161",0,1
"18553","GS30FR0005","GSRPNNCW7969","0",0,1
"18554","GS30FR0005","GSRPNNCW8029","9161",0,1
"18555","GS30FR0005","GSRPNNCW8029","0",0,1
"18556","GS30FR0005","GSRPNNCW8049","9161",0,1
"18557","GS30FR0005","GSRPNNCW8049","0",0,1
"18558","GS30FR0005","GSRPNNCW8079","9161",0,1
"18559","GS30FR0005","GSRPNNCW8079","0",0,1
"18560","GS30FR0005","GSRPNNCW8089","9161",0,1
"18561","GS30FR0005","GSRPNNCW8089","0",0,1
"18562","GS30FR0005","GSRPNNCW8209","9161",0,1
"18563","GS30FR0005","GSRPNNCW8209","0",0,1
"18564","GS30FR0005","GSRPNNCW8239","9161",0,1
"18565","GS30FR0005","GSRPNNCW8239","0",0,1
"18566","GS30FR0005","GSRPNNCW8259","0",0,1
"18567","GS30FR0005","GSRPNNCW8289","9161",0,1
"18568","GS30FR0005","GSRPNNCW8289","0",0,1
"18569","GS30FR0005","GSRPNNCW8299","9161",0,1
"18570","GS30FR0005","GSRPNNCW8299","0",0,1
"18571","GS30FR0005","GSRPNNCW8309","0",0,1
"18572","GS30FR0005","GSRPNNCW8339","0",0,1
"18573","GS30FR0005","GSRPNNCW8359","9161",0,1
"18574","GS30FR0005","GSRPNNCW8359","0",0,1
"18575","GS30FR0005","GSRPNNCW8369","0",0,1
"18576","GS30FR0005","GSRPNNCW8379","0",0,1
"18577","GS30FR0006","GSRPNNCW8439","0",0,1
"18578","GS30FR0005","GSRPNNCW8489","0",0,1
"18579","GS30FR0005","GSRPNNCW8499","0",0,1
"18580","GS30FR0005","GSRPNNCW8509","0",0,1
"18581","GS30FR0005","GSRPNNCW8539","0",0,1
"18582","GS30FR0006","GSRPNNCW8559","0",0,1
"18583","GS30FR0005","GSRPNNCW8569","0",0,1
"18584","GS30FR0005","GSRPNNCW8589","0",0,1
"18585","GS30FR0005","GSRPNNCW8609","0",0,1
"18586","GS30FR0006","GSRPNNCW8619","0",0,1
"18587","GS30FR0005","GSRPNNCW8649","0",0,1
"18588","GS30FR0006","GSRPNNCW8659","0",0,1
"18589","GS30FR0005","GSRPNNCW8699","0",0,1
"18590","GS30FR0006","GSRPNNCW8759","0",0,1
"18591","GS30FR0005","GSRPNNCW8809","0",0,1
"18592","GS30FR0005","GSRPNNCW8899","0",0,1
"18593","GS30FR0006","GSRPNNCW8969","0",0,1
"18594","GS30FR0005","GSRPNNCW8979","0",0,1
"18595","GS30FR0006","GSRPNNCW8989","0",0,1
"18596","GS30FR0005","GSRPNNCW8999","0",0,1
"18597","GS30FR0006","GSRPNNCW9029","0",0,1
"18598","GS30FR0005","GSRPNNCW9049","0",0,1
"18599","GS30FR0005","GSRPNNCW9069","0",0,1
"18600","GS30FR0006","GSRPNNCW9089","0",0,1
"18601","GS30FR0005","GSRPNNCW9109","0",0,1
"18602","GS30FR0005","GSRPNNCW9159","0",0,1
"18603","GS30FR0005","GSRPNNCW9169","0",0,1
"18604","GS30FR0006","GSRPNNCW9189","0",0,1
"18605","GS30FR0006","GSRPNNCW9199","0",0,1
"18606","GS30FR0005","GSRPNNCW9229","0",0,1
"18607","GS30FR0005","GSRPNNCW9239","0",0,1
"18608","GS30FR0007","GSRPNNCW9269","0",0,1
"18609","GS30FR0005","GSRPNNCW9339","9161",0,1
"18610","GS30FR0005","GSRPNNCW9339","0",0,1
"18611","GS30FR0005","GSRPNNCW9359","0",0,1
"18612","GS30FR0007","GSRPNNCW9369","0",0,1
"18613","GS30FR0005","GSRPNNCW9419","0",0,1
"18614","GS30FR0007","GSRPNNCW9449","0",0,1
"18615","GS30FR0007","GSRPNNCW9479","0",0,1
"18616","GS30FR0007","GSRPNNCW9509","0",0,1
"18617","GS30FR0007","GSRPNNCW9539","0",0,1
"18618","GS30FR0007","GSRPNNCW9549","0",0,1
"18619","GS30FR0005","GSRPNNCW9559","0",0,1
"18620","GS30FR0005","GSRPNNCW9639","0",0,1
"18621","GS30FR0005","GSRPNNCW9649","0",0,1
"18622","GS30FR0007","GSRPNNCW9679","0",0,1
"18623","GS30FR0007","GSRPNNCW9689","0",0,1
"18624","GS30FR0005","GSRPNNCW9709","0",0,1
"18625","GS30FR0005","GSRPNNCW9779","0",0,1
"18626","GS30FR0007","GSRPNNCW9799","0",0,1
"18627","GS30FR0006","GSRPNNCW9819","0",0,1
"18628","GS30FR0005","GSRPNNCW9839","0",0,1
"18629","GS30FR0006","GSRPNNCW9879","0",0,1
"18630","GS30FR0006","GSRPNNCW9949","0",0,1
"18631","GS30FR0005","GSRPNNCW9979","0",0,1
"18632","GS30FR0005","GSRPNNCX0039","0",0,1
"18633","GS30FR0007","GSRPNNCX0069","0",0,1
"18634","GS30FR0006","GSRPNNCX0089","0",0,1
"18635","GS30FR0005","GSRPNNCX0129","0",0,1
"18636","GS30FR0005","GSRPNNCX0169","0",0,1
"18637","GS30FR0005","GSRPNNCX0189","0",0,1
"18638","GS30FR0007","GSRPNNCX0239","0",0,1
"18639","GS30FR0005","GSRPNNCX0269","0",0,1
"18640","GS30FR0005","GSRPNNCX0289","0",0,1
"18641","GS30FR0006","GSRPNNCX0329","0",0,1
"18642","GS30FR0006","GSRPNNCX0339","0",0,1
"18643","GS30FR0007","GSRPNNCX0349","0",0,1
"18644","GS30FR0007","GSRPNNCX0469","0",0,1
"18645","GS30FR0007","GSRPNNCX0479","0",0,1
"18646","GS30FR0007","GSRPNNCX0519","0",0,1
"18647","GS30FR0007","GSRPNNCX0529","0",0,1
"18648","GS30FR0007","GSRPNNCX0539","0",0,1
"18649","GS30FR0005","GSRPNNCX0599","0",0,1
"18650","GS30FR0006","GSRPNNCX0609","0",0,1
"18651","GS30FR0007","GSRPNNCX0629","0",0,1
"18652","GS30FR0006","GSRPNNCX0679","0",0,1
"18653","GS30FR0006","GSRPNNCX0689","0",0,1
"18654","GS30FR0007","GSRPNNCX0709","0",0,1
"18655","GS30FR0005","GSRPNNCX0749","0",0,1
"18656","GS30FR0007","GSRPNNCX0849","0",0,1
"18657","GS30FR0005","GSRPNNCX0959","9161",0,1
"18658","GS30FR0005","GSRPNNCX0959","0",0,1
"18659","GS30FR0006","GSRPNNCX0979","0",0,1
"18660","GS30FR0005","GSRPNNCX1009","0",0,1
"18661","GS30FR0006","GSRPNNCX1049","0",0,1
"18662","GS30FR0005","GSRPNNCX1079","0",0,1
"18663","GS30FR0005","GSRPNNCX1169","0",0,1
"18664","GS30FR0005","GSRPNNCX1179","0",0,1
"18665","GS30FR0005","GSRPNNCX1189","0",0,1
"18666","GS30FR0005","GSRPNNCX1199","0",0,1
"18667","GS30FR0005","GSRPNNCX1239","0",0,1
"18668","GS30FR0006","GSRPNNCX1279","0",0,1
"18669","GS30FR0005","GSRPNNCX1289","0",0,1
"18670","GS30FR0005","GSRPNNCX1349","0",0,1
"18671","GS30FR0005","GSRPNNCX1369","0",0,1
"18672","GS30FR0006","GSRPNNCX1389","0",0,1
"18673","GS30FR0005","GSRPNNCX1419","0",0,1
"18674","GS30FR0006","GSRPNNCX1459","9160",0,1
"18675","GS30FR0006","GSRPNNCX1459","0",0,1
"18676","GS30FR0006","GSRPNNCX1529","0",0,1
"18677","GS30FR0005","GSRPNNCX1549","0",0,1
"18678","GS30FR0006","GSRPNNCX1579","0",0,1
"18679","GS30FR0005","GSRPNNCX1619","0",0,1
"18680","GS30FR0006","GSRPNNCX1679","0",0,1
"18681","GS30FR0006","GSRPNNCX1679","9160",0,1
"18682","GS30FR0005","GSRPNNCX1689","0",0,1
"18683","GS30FR0006","GSRPNNCX1729","0",0,1
"18684","GS30FR0005","GSRPNNCX1819","0",0,1
"18685","GS30FR0006","GSRPNNCX1839","0",0,1
"18686","GS30FR0006","GSRPNNCX1839","9160",0,1
"18687","GS30FR0005","GSRPNNCX1859","0",0,1
"18688","GS30FR0006","GSRPNNCX1969","0",0,1
"18689","GS30FR0005","GSRPNNCX2059","0",0,1
"18690","GS30FR0005","GSRPNNCX2069","0",0,1
"18691","GS30FR0005","GSRPNNCX2079","9222",0,1
"18692","GS30FR0005","GSRPNNCX2079","0",0,1
"18693","GS30FR0006","GSRPNNCX2119","0",0,1
"18694","GS30FR0006","GSRPNNCX2169","0",0,1
"18695","GS30FR0006","GSRPNNCX2209","0",0,1
"18696","GS30FR0006","GSRPNNCX2229","0",0,1
"18697","GS30FR0006","GSRPNNCX2259","0",0,1
"18698","GS30FR0006","GSRPNNCX2279","0",0,1
"18699","GS30FR0006","GSRPNNCX2289","0",0,1
"18700","GS30FR0006","GSRPNNCX2299","0",0,1
"18701","GS30FR0006","GSRPNNCX2319","0",0,1
"18702","GS30FR0006","GSRPNNCX2339","0",0,1
"18703","GS30FR0006","GSRPNNCX2379","0",0,1
"18704","GS30FR0006","GSRPNNCX2399","0",0,1
"18705","GS30FR0006","GSRPNNCX2439","0",0,1
"18706","GS30FR0006","GSRPNNCX2459","0",0,1
"18707","GS30FR0006","GSRPNNCX2469","0",0,1
"18708","GS30FR0006","GSRPNNCX2489","0",0,1
"18709","GS30FR0006","GSRPNNCX2499","0",0,1
"18710","GS30FR0006","GSRPNNCX2519","0",0,1
"18711","GS30FR0006","GSRPNNCX2529","0",0,1
"18712","GS30FR0006","GSRPNNCX2549","0",0,1
"18713","GS30FR0006","GSRPNNCX2609","0",0,1
"18714","GS30FR0006","GSRPNNCX2629","0",0,1
"18715","GS30FR0006","GSRPNNCX2639","0",0,1
"18716","GS30FR0006","GSRPNNCX2659","0",0,1
"18717","GS30FR0006","GSRPNNCX2679","0",0,1
"18718","GS30FR0006","GSRPNNCX2689","0",0,1
"18719","GS30FR0006","GSRPNNCX2699","0",0,1
"18720","GS30FR0006","GSRPNNCX2759","0",0,1
"18721","GS30FR0005","GSRPNNCX2779","9161",0,1
"18722","GS30FR0005","GSRPNNCX2779","0",0,1
"18723","GS30FR0006","GSRPNNCX2819","0",0,1
"18724","GS30FR0006","GSRPNNCX2839","0",0,1
"18725","GS30FR0006","GSRPNNCX2849","0",0,1
"18726","GS30FR0006","GSRPNNCX2919","0",0,1
"18727","GS30FR0006","GSRPNNCX2929","0",0,1
"18728","GS30FR0006","GSRPNNCX2979","0",0,1
"18729","GS30FR0006","GSRPNNCX2999","0",0,1
"18730","GS30FR0006","GSRPNNCX3009","0",0,1
"18731","GS30FR0006","GSRPNNCX3019","0",0,1
"18732","GS30FR0006","GSRPNNCX3039","0",0,1
"18733","GS30FR0006","GSRPNNCX3049","0",0,1
"18734","GS30FR0006","GSRPNNCX3069","0",0,1
"18735","GS30FR0006","GSRPNNCX3099","0",0,1
"18736","GS30FR0006","GSRPNNCX3109","0",0,1
"18737","GS30FR0006","GSRPNNCX3119","0",0,1
"18738","GS30FR0006","GSRPNNCX3159","0",0,1
"18739","GS30FR0006","GSRPNNCX3189","0",0,1
"18740","GS30FR0006","GSRPNNCX3249","0",0,1
"18741","GS30FR0006","GSRPNNCX3369","0",0,1
"18742","GS30FR0006","GSRPNNCX3389","0",0,1
"18743","GS30FR0006","GSRPNNCX3439","0",0,1
"18744","GS30FR0006","GSRPNNCX3449","0",0,1
"18745","GS30FR0006","GSRPNNCX3469","0",0,1
"18746","GS30FR0006","GSRPNNCX3489","0",0,1
"18747","GS30FR0006","GSRPNNCX3499","0",0,1
"18748","GS30FR0006","GSRPNNCX3509","0",0,1
